,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-13.775568054024655,8.431846570267751,55.58784699655652,23.930351090664665,405.4108153209526,445.3418461331331,459.76228584998796,0.004951597644055912,0.18674235744793055,6.7342192224049316e-18,0.16061222557038293,0.0,0.0,0.0,0.1029279848319592,-7509.381952375688,15024.763904751377,15040.098441100865,12238.453380031538,AB_Q_alphaCCC_WOB,0.772922654623902,-0.020378578760662514,0.2946990348472512,sub07
