,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-18.47652146288779,11.96226204582135,-3.813201721301553,23.03325502472745,382.9298659570875,363.60951743959106,365.3835753094731,1.6841401348315562e-07,0.017768480301860005,0.370485787616339,0.025674008308203503,0.0,0.0,0.0,0.044753688232895716,-7332.103975293397,14666.207950586793,14671.359436050698,5735.6072775257535,AB_Q_WOB,0.4245869490463419,sub13
