,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-0.07210392697368928,0.006673798885306004,-0.027307380925413863,-0.007205618927563939,5.902305386717803,5.863473749907463,5.9353829051348495,6.858476832527712e-05,0.4186758348129558,0.0009566631378192163,0.761718347323052,0.0,0.0,0.0,0.05947587465619808,637.3237669248188,-1264.6475338496375,-1238.858856428388,0.021696740995204973,SR_Q_D_E_alphaCCC_WOB,0.29650711524745754,1.0,0.0001,-0.9075218627094019,0.4045489716455526,sub25
