,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-0.05457436303665422,-0.0004456596122078965,-0.04060136998364254,-0.0020752105071653593,5.958392858452525,6.039916911461838,5.978972207370691,1.515351737196511e-14,0.9669571920170534,9.145245203660066e-06,0.9312263894039319,0.0,0.0,0.0,0.10034061069998734,509.2560609594352,-1012.5121219188704,-997.0435920064286,0.026453989498294764,AB_Q_alphaCCC_WOB,0.49047973482908847,-0.5925273461985144,0.37571034014910765,sub40
