,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-0.03749538076461301,0.006880334690991044,-0.03388358393928329,0.025085106695163062,6.101394389623035,6.094270861806513,6.057456707910225,0.0025824380820583573,0.7350172962292403,0.09571150437624214,0.8459739968178668,0.0,0.0,0.0,0.012355216587429996,-511.86320133529284,1031.7264026705857,1052.326070015114,0.13076883144306495,SR_Q_D_alphaCCC_WOB,0.26586096594750497,0.0001,-0.2052177167829644,0.876472008448763,sub05
