,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-92.38799659417401,2.5675046678359337,40.57857828332209,-21.084285607010084,392.1289342834633,386.09055871088117,400.7507812529494,3.2478601512463066e-07,0.7290290058297502,3.63914258963065e-11,0.03869498607560337,2.472326709866368e-275,0.0,2.526412238181034e-273,0.06585587503154966,-6898.344804153274,13802.689608306548,13817.808589356135,10444.966207231146,SR_Q_D_E_WOB,0.12969935697230167,0.4070860509014615,0.19215069399208626,sub19
