P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
-0.055736028651731565,0.04016227145400377,0.00023477201807881046,0.06437240326225191,5.891197150086268,5.918158633200259,5.954193283969916,1.6621571511948574e-06,0.018750056453714026,0.987260338696845,0.3804723794188752,0.0,0.0,0.0,0.033929306184212304,-98.69394412408859,201.38788824817718,211.68929116336227,0.06835346402488376,SR_Q_D_WOB,0.9072119354175016,0.8183641153745809,sub01
-0.08341739036452166,-0.05382252104665597,-0.028749923540164368,0.21461837631397476,6.029516642045269,6.01925255409315,5.954111529161096,9.009473235585856e-13,0.0023031277885045645,0.05372252891852422,0.011363238131160176,0.0,0.0,0.0,0.061065831439770075,-119.90524092378608,243.81048184757216,254.12127445136562,0.07060379503273162,SR_Q_D_WOB,0.5086678495255128,0.0001,sub02
0.11453903331688868,0.06676020453634329,0.07962389905771466,-0.1010905581411517,5.839222812386322,5.843794588520969,5.906113117476712,0.01334595232289092,0.0182962953504686,0.0007477033838237088,0.09990767158083087,0.0,0.0,0.0,0.021872835206618983,-701.6106156425733,1407.2212312851466,1417.524202212956,0.17584120999996758,SR_Q_D_WOB,0.02189230362129537,0.01037695150961793,sub04
-0.1573510021355327,0.018266177547711232,-0.007942033364932322,0.048101654028351176,5.93230904135784,5.880551266729148,5.891380773513203,6.9969885663739e-20,0.20343376619448952,0.5188017805821774,0.10744910721186,0.0,0.0,0.0,0.08155355377286387,127.67788661121106,-251.35577322242213,-241.0528022946127,0.0479306959521772,SR_Q_D_WOB,0.4304418383687079,0.6773167641866001,sub13
-0.08027720907905833,-0.05300309426939349,-0.02774949109887841,0.05409955058718163,6.073635313198548,6.021693488687268,6.036314804452178,7.574519480626937e-14,5.751920690268448e-06,0.0056232785161827205,0.010006325836568316,0.0,0.0,0.0,0.09372508146784164,392.8981939789109,-781.7963879578218,-771.4981247607071,0.03158236954169853,SR_Q_D_WOB,0.6060762855775493,0.8341741838193188,sub14
-0.12054643337013073,0.014072036701368126,0.049585387404757236,0.1017942951344104,6.016644887419805,6.067627424543482,6.167543217803542,2.4188596237975286e-08,0.4823175155082994,0.00413017243324627,0.13413603751144235,0.0,0.0,0.0,0.06850206616722798,-301.63269450735424,607.2653890147085,617.5636522118233,0.09404476556897184,SR_Q_D_WOB,0.5081107702551938,0.9058330555546352,sub15
-0.1414440661344389,0.05875282152929781,0.03030672370937615,0.0637126737148832,5.888629067647201,5.8570407083776495,5.976846764672155,1.3286024923786855e-28,3.2568470485511184e-05,0.013003218545340969,0.04729859827118159,0.0,0.0,0.0,0.1454700675980376,141.04147015141803,-278.08294030283605,-267.7862488150359,0.04690455980551821,SR_Q_D_WOB,0.6868902983245994,0.835665132748973,sub16
-0.1218004045904928,0.019627334889698308,0.04949693782974876,-0.003413282139722473,5.8811570245023645,5.841986319286113,5.907585122518347,2.652702844197814e-19,0.19753661094885014,0.00016698178406165237,0.9351815425734872,0.0,0.0,0.0,0.08426002687882106,46.227239965083534,-88.45447993016704,-78.14837666029209,0.05446373754324672,SR_Q_D_WOB,0.6385843371358658,0.7869943641365317,sub33
-0.298054788112224,0.0036520834286109813,-0.03698111611970932,0.06983584184505454,6.001425375068987,6.038517630486719,6.035003799241034,2.087818248295177e-17,0.7630111690245547,0.0003347537564158516,0.02457685779822387,0.0,0.0,0.0,0.07681657816624632,357.17072453599553,-710.3414490719911,-700.0416153997269,0.033420538586550336,SR_Q_D_WOB,0.104256387370934,0.4315751659883148,sub34
-0.13413165395440188,0.03092176681704935,0.054903116556065286,0.0939039126878054,5.98032057465221,5.987504053364546,5.981580204075159,3.2832471689704314e-30,0.014988022555197891,5.983750825008707e-07,0.012176346873531528,0.0,0.0,0.0,0.12843668046079348,276.02143440782015,-548.0428688156403,-537.7383311035752,0.03799982391705477,SR_Q_D_WOB,0.6461896028187276,0.9574253475515602,sub35
