,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-20.541565460018912,13.588530873228152,20.637563673036368,36.74292924029105,439.7064384390477,401.55986599950893,395.4043385440558,1.0040660833309878e-06,0.021775977927989965,0.0004997637934729811,0.046429212204307097,0.0,0.0,0.0,0.06756666323219052,-7555.4333588389145,15112.866717677829,15117.994411377176,10825.116469763283,AB_Q_WOB,0.6665854512689388,sub26
