,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-36.84245579995633,18.89003066964847,3.6046009635217047,11.021964111212423,425.62663081560567,434.4514044877905,420.235166802227,7.002607765773455e-08,0.0009187153607220406,0.5263303888088215,0.6067692203542379,0.0,0.0,0.0,0.035731424296645775,-7728.769923912404,15463.539847824808,15479.003693895549,10283.808424380364,AB_Q_alphaCCC_WOB,0.28418603525833147,-0.8368999675419483,0.41117926587961195,sub27
