subject,AB_Q_WOB,AB_Q_E_WOB,AB_Q_alphaCCC_WOB,AB_Q_E_alphaCCC_WOB
sub01,2430.326539619615,2428.3128156832645,2429.081573372944,2427.8875252355906
sub02,3008.103656564355,3006.5064897914217,3008.05403848175,3005.703097038588
sub04,4989.179431383179,4984.531833424469,4990.7538571484365,4984.795181066752
sub13,4918.289439641912,4911.776021096178,4906.079753897916,4905.855160530473
sub14,5963.93532574092,5963.8689110891455,5963.295166267216,5959.865615910418
sub15,9910.891011011623,9899.87296396715,9890.903456188218,9847.374351951827
sub16,8339.132173465718,8312.676609569904,8332.799463135409,8313.375433632771
sub33,6686.342446418352,6677.208265913716,6684.360803582332,6673.4081473312
sub34,6111.874183135459,6110.662733866789,6111.447754388917,6100.225599052439
sub35,7503.824693847231,7503.158138944882,7492.4602562679665,7492.007573096587
sub36,31933.41646797016,31922.709892379313,31851.822272245663,31765.223549528615
sub37,6151.608288805572,6146.991474059221,6144.255751941786,6122.822665975523
sub38,6892.743729440293,6892.727596588786,6882.143253581064,6891.303240808853
sub39,6372.510461832216,6372.426626303488,6365.5216647956895,6371.829148417994
sub40,4016.0785630242267,4014.3866333759725,4009.315388547588,4005.1610267356627
sub09,4828.508790733336,4828.127849443192,4820.516990497846,4816.781417166671
sub10,6660.72201031666,6657.346660522473,6634.493243795871,6656.136312876654
sub11,9485.475915392726,9481.116374128387,9458.28282979076,9479.100986889664
sub12,5600.6273505368235,5586.358579270982,5616.456989820178,5604.7662057313355
sub17,2715.9661661089467,2714.5520633419105,2712.713849023538,2704.3549423084132
sub18,13827.524187235384,13826.485382356443,13827.86408447895,13820.725931505878
sub19,10513.35546448552,10493.531172717221,10504.251641373465,10493.837785121445
sub20,7650.860212646218,7643.891083632338,7647.372137348796,7643.680245909029
sub41,7311.04759437818,7307.531629000457,7293.651411839754,7309.53780285722
sub42,10235.243962961473,10223.794420668111,10229.77498209183,10223.0532868278
sub43,12539.4196319735,12520.629487105378,12534.635577140745,12516.693854230964
sub44,8428.513615004129,8416.192041756349,8411.914826438328,8402.679329173063
sub45,3933.2356621269173,3932.224326884978,3929.0113611238203,3930.493910830107
sub46,11486.991674080982,11476.596126842487,11466.306228392981,11482.793741718691
sub47,4887.341935517004,4882.085730610242,4883.196026492522,4882.759257861364
sub48,9697.539689495214,9694.011842675058,9696.677048564672,9689.409118381178
sub05,4424.097649684133,4423.4051688741165,4418.076909878556,4413.090190478205
sub06,3267.8162510739116,3265.953446313512,3266.5283862169176,3246.21337684834
sub07,12245.79585143088,12224.862667377029,12238.453380031538,12218.324067141379
sub08,12338.509443442035,12336.907844834035,12341.885492545432,12280.815439339187
sub21,3763.100461966369,3761.740621744241,3757.234580991364,3759.6273902843536
sub22,6030.738652798064,6028.524560496005,6030.710413137668,6026.028253529526
sub23,2609.338906596579,2609.338906596579,2609.338906596579,2609.062680370397
sub24,4753.6921565576195,4750.340790906143,4753.697370858062,4745.039082808573
sub25,2876.664734867021,2876.1250598725683,2876.5615736414265,2875.69169680958
sub26,10825.116469763283,10810.499982134612,10824.597704511203,10803.118494674312
sub27,10164.660446519782,10162.328945073155,10172.072756488627,10143.068226855148
sub28,5338.660473980266,5337.974868738072,5337.362222351517,5336.1401937444625
sub29,1343.1024094524885,1341.8411383246946,1340.3541045142242,1341.800099643874
sub30,6822.363026405493,6804.9592516141165,6825.904682297712,6804.569053153307
sub31,5202.881096655848,5199.664845021462,5201.394561211231,5199.135226221383
sub32,3432.392280717831,3432.0246172421644,3426.1932444594268,3426.469812715389
