,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-76.4994423378418,9.62004631183207,-2.7195561381837976,40.1009699107353,427.7582994401714,440.0018754017416,423.2685586154202,7.329554901331982e-27,0.07950422585884652,0.5653244416189713,0.05921817144935232,0.0,0.0,0.0,0.09147966732422363,-7434.907788937953,14879.815577875906,14905.553374231853,7054.543005397253,SR_Q_D_E_alphaCCC_WOB,0.3742304786510977,0.7498942205974876,0.7508530458458095,-0.5934268189358358,0.652060498580072,sub41
