,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-34.42967857501388,0.32371835320038755,1.946997147128653,-20.21865632626524,398.4755717918101,382.09766171097635,390.7215112859768,1.1415676777200233e-15,0.9448103315258737,0.6774821915541289,0.09962178363428544,0.0,0.0,0.0,0.059800815597194745,-7065.748367721742,14135.496735443485,14145.701734155035,6587.86397861376,SR_Q_D_WOB,0.7302991923928202,0.5968836604146883,sub30
