,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-0.1479470462533998,0.000755219721971262,0.027431026428661395,0.0881378307661359,5.9887082233685875,6.0239435659661265,6.061349798463716,2.23165247726081e-15,0.9690966453292992,0.10208216491450069,0.03677556314305738,0.0,0.0,0.0,0.06497793220492176,-268.72050431838693,541.4410086367739,551.7486762399316,0.08912877953867603,SR_Q_D_WOB,0.6138568941019429,0.8674511844940916,sub20
