,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-0.06699135143255555,-0.015722705154321767,-0.025722205698936254,-0.6722651538313748,6.0436487783273725,6.04563079665359,6.020409867463155,2.976844953387096e-05,0.5041364980401479,0.2745242857183758,2.0264064721109552e-13,0.0,0.0,0.0,0.05845483194856105,-699.461389084197,1408.922778168394,1434.6762854563567,0.17540060836394386,SR_Q_D_E_alphaCCC_WOB,0.6988967660298855,0.33904222172407,0.5597143809722512,-0.25573126776497723,0.9684024210775556,sub22
