subject,AB_Q_WOB,AB_Q_E_WOB,AB_Q_alphaCCC_WOB,AB_Q_E_alphaCCC_WOB
sub01,13426.816813909338,13432.911163486435,13440.451078544067,13446.97102574124
sub02,13771.91565045429,13778.387674475049,13786.186687295825,13792.34049845231
sub04,13903.064129468354,13909.033278046803,13917.670083073774,13923.317702805924
sub13,13783.493165152273,13788.985542027614,13794.678168277449,13801.725045361829
sub14,13775.532364658011,13782.604132440274,13789.574324277793,13796.767631686576
sub15,15080.294280733504,15086.034141813709,15092.031784993796,15093.642166700613
sub16,14531.817875963176,14535.03849181536,14545.107780154236,14549.361144702862
sub33,14506.022582190213,14511.44752167888,14519.907326293762,14524.992549823908
sub34,14313.28312749116,14320.158968666909,14327.511283526155,14332.285136774268
sub35,14696.675547225475,14703.694693776391,14709.042717323391,14716.097350862017
sub36,16505.527494512437,16512.238760432865,16516.59224351816,16520.321936502613
sub37,14090.04227578572,14096.23278258105,14102.795555720058,14105.644328412956
sub38,13738.165320714053,13745.232442345632,13750.495085148987,13759.129149587483
sub39,14446.171067054274,14453.281578773574,14459.058695143256,14467.418623874973
sub40,13748.865866182436,13755.463902244841,13761.022060711028,13766.860771125204
sub09,14168.66440154646,14175.697399531688,14180.855517985416,14187.01740058446
sub10,14803.95191671735,14810.45522791069,14813.232177769763,14824.51924965981
sub11,13861.732067805124,13868.252961389968,13872.519854709852,13882.111129857762
sub12,14193.668506518301,14197.63341288642,14211.400726265048,14215.94364315528
sub17,13266.1766568407,13272.652007730283,13278.934112612424,13282.243833446224
sub18,14519.767545483386,14526.746739368207,14533.931018579475,14540.392661712993
sub19,13811.175706468559,13816.0618327028,13824.266573751704,13830.174492012802
sub20,14438.162476555182,14444.156817993156,14451.825256248312,14458.34442117
sub41,14734.58363375702,14741.114835763781,14745.86366266887,14755.729111715322
sub42,14372.130295023266,14377.880078202097,14385.657691550066,14391.957227846071
sub43,14098.182795291441,14103.50701975955,14111.836278438357,14117.237663223124
sub44,14901.209081072073,14906.508621479668,14913.005254517075,14918.761816893108
sub45,13700.913133812102,13707.712708589836,13713.822041199264,13721.40322319272
sub46,15228.502728106103,15234.5019894404,15240.511734227452,15249.4364919842
sub47,14025.151954313345,14030.94132254381,14038.343056455578,14045.352854685038
sub48,14956.901758010557,14963.575210886893,14971.043268091267,14977.236593022131
sub05,14216.506660234043,14223.451468313691,14229.069608222411,14234.783813454673
sub06,13789.559825179529,13795.980452880058,13803.34208059658,13802.614912861647
sub07,15026.61073604666,15031.62470846281,15040.098441100865,15045.191817922805
sub08,14165.454844269858,14172.356765533346,14179.874542102307,14181.197046002868
sub21,13845.72534127211,13852.404456396345,13858.037131936553,13865.963844744167
sub22,14469.888107672989,14476.561299606843,14484.148832248326,14490.308938594922
sub23,13206.04836095309,13213.16556655521,13220.282771980226,13227.26944450926
sub24,13651.692520065122,13657.93717496848,13665.885630451095,13670.781113713268
sub25,13445.142366778471,13452.03505226457,13459.349928938502,13466.099771744706
sub26,15117.994411377174,15123.438571242346,15132.190086084913,15136.842890233524
sub27,15160.209718341934,15167.057279812141,15175.396664087293,15178.945891990359
sub28,14248.625573671516,14255.593916289514,14262.579284137995,14269.422237509998
sub29,12618.14751727198,12624.103174877422,12629.846186029907,12638.336135634065
sub30,14181.095963440503,14185.09505081531,14195.931534747995,14199.230379017496
sub31,14467.204130328935,14473.56541777585,14481.13347655171,14487.728124422762
sub32,13895.43845146432,13902.445770106691,13907.437400655572,13914.682336914522
