,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-0.03240048090057987,0.036483190840391366,-0.009987380265218934,0.06473053437586762,5.714067781227197,5.7274523820029515,5.718983175452094,4.663806800558398e-08,3.2360566371824834e-08,0.1285854904008681,0.024342063087087775,0.0,0.0,0.0,0.05265392035024252,928.9734292970127,-1855.9468585940253,-1850.7969417578931,0.013619753207662054,AB_Q_WOB,0.48123571490509226,sub29
