,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,0.08558417992276832,-0.020376457390648584,-0.07188679819977947,0.12334772376419079,6.0687666909551545,5.922424300770793,5.9693373579518845,0.03708225450231393,0.6763822593458073,0.08786872943938533,0.09334159108091052,0.0,0.0,0.0,0.013301056947280565,-1430.3072027909875,2868.614405581975,2889.1983434528324,0.5578585760882714,AB_Q_E_alphaCCC_WOB,0.15980000367104957,0.637040922128731,-0.10486922967502343,0.0938038771776455,sub43
