,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-15.16124913375608,-8.301054712107959,-7.892309124416666,-5.133896787205636,427.7947938461781,423.9593071810982,409.8457421805266,0.0014269856076337764,0.2680913325942233,0.21000858569249928,0.6420171277429705,3.465432813e-315,0.0,2.3843473941295054e-301,0.018695144357590232,-7816.612353473098,15641.224706946196,15661.824374290723,12495.201137486858,AB_Q_E_alphaCCC_WOB,0.5399940381619356,0.2740979703608691,-0.1918719405585657,0.2882616105593744,sub11
