subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,13562.302743669772,13520.1634665205,13521.280770366133,13521.376883720332,13523.230899880957
sub02,13913.816572348269,13871.457606342525,13873.457606329132,13875.457606319995,13876.134020596453
sub04,14646.845216177482,14648.84524987833,14650.842226244296,14650.621154017417,14652.643106580052
sub13,14623.148718998604,14590.162575284989,14592.01033447928,14592.713601082836,14593.876836673799
sub14,14657.020984967863,14642.976971062913,14643.55718602346,14641.650770365524,14635.585328209983
sub15,15353.233523299932,15318.297028365609,15320.2969710491,15322.295693306482,15322.91663338068
sub16,15097.750299442992,15059.415117587614,15041.5587841573,15063.098374116465,15048.145000380295
sub33,14860.989671508623,14819.954130164957,14819.014589678303,14822.966801109895,14821.762510573433
sub34,14775.564382134826,14765.796420980772,14765.06012899604,14769.79642098079,14769.02071819349
sub35,15017.270733948897,14973.621366758109,14971.467770356334,14975.713420374954,14970.281732117452
sub36,16751.791331380806,16702.862196431284,16702.19532893731,16704.687832519903,16703.469085645294
sub37,15073.315229144444,15028.263506955489,15028.95550908304,15031.508516583206,15032.650901725803
sub38,14492.141689987695,14475.651502971656,14476.893129667442,14478.272770796246,14495.841952432957
sub39,14808.056778039476,14643.371040482732,14619.182108065319,14645.675755538878,14623.14240253354
sub40,14354.958083105415,14340.593754857073,14338.089810358197,14342.802371180162,14342.08981033038
sub09,14459.339022064883,14391.967143492237,14388.231409721355,14395.011509353648,14389.29620797905
sub10,14894.73850717802,14873.597391190195,14874.115286921176,14876.907405637156,14879.921561745754
sub11,15598.063109622512,15569.688409882241,15571.051504837913,15573.663708589256,15575.290677895797
sub12,14791.965724909816,14782.979976021552,14802.584826687906,14786.97997614134,14779.757575990312
sub17,13752.04320958401,13731.633749908762,13730.624445203759,13734.380703873321,13735.07906198536
sub18,15914.810165625595,15910.725284417898,15908.763491925569,15914.73997077195,15912.763491452944
sub19,15509.644548537704,15501.444165054338,15503.381307244581,15503.589868610074,15507.05896855512
sub20,15055.654820070326,15005.087479858494,15004.409262025396,15009.013258417219,15010.095186857907
sub41,14937.414595515433,14881.034457502235,14881.03720413194,14878.036821770442,14879.815577875906
sub42,15352.178261649866,15354.743168727822,15356.668453075232,15358.585685619832,15359.463511767273
sub43,16007.234867202144,16006.421001114337,16005.050486716736,16009.661381294074,16008.980590811767
sub44,15203.884749349723,15193.922807494437,15195.363057153885,15197.621863404323,15197.606277607807
sub45,14281.435689210202,14220.03336166309,14221.849969242146,14219.845318618412,14219.979585626672
sub46,15569.063030667536,15562.375382197475,15563.84402712204,15566.086124366991,15567.869041227968
sub47,14682.809545523289,14632.892295725598,14634.538798590142,14636.899662942102,14637.773569096284
sub48,15305.659756867519,15265.276986687993,15266.765844956397,15265.236402321541,15270.76584495261
sub05,14423.259471922143,14424.984862732754,14426.9635091985,14397.723358610889,14397.429283686033
sub06,13905.409991681256,13863.685465629995,13865.029294334423,13867.623598770493,13868.882703267598
sub07,15640.359261531372,15641.925046148908,15642.681347528645,15651.924113462886,15658.30477923152
sub08,16065.067029089907,16066.311223274544,16068.241902687172,16064.169412513225,16072.12464592985
sub21,14133.24907727431,14114.11919583576,14114.812180876575,14115.177640211648,14120.114379131059
sub22,14791.490705405991,14788.379323077716,14789.932476242628,14791.051640550537,14796.139540089252
sub23,13687.503890980715,13660.88923271421,13650.525846367285,13664.637421537273,13656.949786613015
sub24,14412.149480157073,14407.621226700583,14403.873444508385,14410.202506595884,14404.968880624056
sub25,13888.356684043822,13882.3697888789,13882.494728640835,13886.36978887893,13886.49188169628
sub26,15499.621286359383,15438.233550015771,15437.426250278006,15442.061499672714,15442.328284243526
sub27,15388.270925743716,15314.866788231026,15316.772144481918,15308.452126169836,15316.002601979002
sub28,14700.006374462731,14689.787298896712,14691.58571768169,14688.420572972607,14693.678352630694
sub29,12749.850167797451,12712.959122390665,12712.360561271316,12715.964111335008,12713.709065510293
sub30,15087.360204039323,15078.136905424391,15079.606075436568,15081.14332470415,15082.776543808333
sub31,14569.902417564585,14545.507972524876,14547.46685558762,14549.417741677456,14551.02959728439
sub32,14072.583231510815,14036.28572170328,14038.084863855389,14038.64886764346,14041.47225769919
