,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-156520.11801305934,0.0013808182584327255,1.1714876431950358,-20.775251678748464,398.93894317014406,382.2143524588478,390.6032084591005,2.3251252878226438e-11,0.9997664291796033,0.8041019722941252,0.09326673808227864,0.0,0.0,0.0,0.04449917668991843,-7075.55577130796,14161.11154261592,14186.624039394792,6695.080744426046,SR_Q_D_E_alphaCCC_WOB,0.00010035494476180463,0.9999570581280693,0.00014292736338046276,-0.11976856312601791,1.0,sub30
