subject,AB_Q_WOB,AB_Q_E_WOB,AB_Q_alphaCCC_WOB,AB_Q_E_alphaCCC_WOB
sub01,13625.751668448776,13626.804481283034,13627.8923676292,13630.86032334003
sub02,13937.833175715774,13939.135336353804,13941.634063985352,13940.058149251592
sub04,14651.399571885262,14653.35846954028,14652.357137178298,14651.113942694468
sub13,14666.207950586791,14666.873391196998,14669.768815391868,14695.65962820616
sub14,14657.963166913676,14659.884227805022,14661.911683852913,14661.674467605222
sub15,15361.847985585177,15363.31447126245,15365.403855247643,15367.175024197466
sub16,15095.334057676846,15093.218661669478,15099.07319835912,15097.416951659763
sub33,14904.40145393604,14904.788218775117,14900.156212731978,14908.245691179549
sub34,14786.906071759002,14788.105377722011,14789.667566709502,14792.161967549077
sub35,15045.465204203609,15047.33938151364,15047.47383705968,15047.966656773113
sub36,16767.017493332452,16768.31718777923,16766.43419022415,16772.45835619915
sub37,15107.638945192393,15105.408760686953,15111.349678540571,15105.788541062931
sub38,14492.884116685756,14494.840504259273,14495.96314694846,14497.28881470144
sub39,14840.394441328972,14842.038089363214,14844.394215754937,14843.596520809198
sub40,14361.881713317161,14363.768087993876,14364.135635721377,14367.502764560872
sub09,14477.343596999573,14479.250290515625,14478.914649577766,14476.652320739218
sub10,14895.084314792344,14896.837717039085,14893.082903563745,14895.898157586498
sub11,15637.036538952143,15638.789892362818,15639.744611856333,15641.224706946196
sub12,14790.995116277789,14792.197771890127,14793.580095896441,14796.408415953718
sub17,13752.555024937155,13754.537356651956,13756.412060116092,13758.237399473479
sub18,15909.105782944767,15910.49633149616,15912.478735727684,15914.441278781638
sub19,15499.767080447687,15501.70687660814,15503.69432659262,15505.687960168258
sub20,15103.422977727938,15104.530411590657,15107.0942132628,15108.997205515916
sub41,14956.152719818896,14957.276750662058,14957.134642608697,14959.00855667612
sub42,15350.609854580433,15352.219804907443,15354.045077988083,15355.814481077618
sub43,16007.462848640042,16008.022691408496,16012.74841525478,16011.723186737889
sub44,15221.780452798308,15221.712239138811,15222.258080874584,15224.85062267821
sub45,14297.510911184283,14299.509676928095,14301.508660989955,14303.508660989963
sub46,15569.570350870132,15570.087339239826,15573.014783494118,15573.844411244409
sub47,14716.28687498424,14718.282198592275,14719.914214150249,14719.509423946109
sub48,15289.187392821115,15290.981124107771,15292.060575258349,15294.232371407516
sub05,14405.927215455768,14407.725085758972,14404.623118635282,14409.961166938752
sub06,13948.764249296917,13950.060489197187,13952.039023066447,13953.986880132075
sub07,15645.919326134299,15645.893772136698,15648.950660455836,15649.199520692831
sub08,16063.261400194146,16072.892947823002,16074.819289909243,16073.295575542275
sub21,14157.67669589373,14159.234546055244,14160.484084665502,14161.916315491691
sub22,14805.428902975798,14806.696894324685,14809.598794591991,14809.636992964544
sub23,13743.90242141756,13745.902421537141,13747.902421437217,13749.92600433496
sub24,14443.616143041094,14444.785415957323,14446.750720793088,14448.83921601901
sub25,13889.776339932056,13891.624732438784,13893.44531579544,13895.53446746631
sub26,15532.086411800468,15532.377857761878,15536.076071391044,15536.339997804129
sub27,15459.73210033006,15461.498413576059,15463.539847824808,15465.498413576108
sub28,14729.275432341536,14731.058587342519,14733.203537828898,14734.829971937532
sub29,12796.845291153226,12797.726013200845,12797.991484002307,12800.857726439117
sub30,15107.304310872678,15107.783011589428,15111.620795729861,15111.544599179868
sub31,14605.608020629685,14606.860658347368,14605.217476042531,14609.932438771224
sub32,14137.63766904728,14139.487037881388,14140.03232869175,14141.414015528484
