,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-0.12124082450542291,-0.008154027872035688,0.06580095825106422,-0.014124521273647606,5.9226067332031604,5.8881726105363885,5.896664440698201,3.596049349726343e-15,0.515113760384894,9.363193235666173e-10,0.7043220136853898,0.0,0.0,0.0,0.08374373081389797,318.52885015994093,-631.0577003198819,-615.6963672027044,0.03498348278086176,SR_Q_D_E_WOB,0.4278968418503286,1.0,0.0001,sub12
