,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-21.93928081687748,1.4615730929158293,8.172658329932855,43.513294041236165,414.1544806395545,422.56149385229355,438.5348024123098,6.195478882919805e-10,0.8021288217951692,0.10081087907054467,0.0005077368271699426,0.0,0.0,0.0,0.053669212177933745,-7550.265205795327,15104.530411590655,15114.838079193813,7852.884190511736,AB_Q_E_WOB,0.60966923197488,0.18573827583520786,sub20
