P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
-0.03849277376762724,0.051556316186675284,0.012575728210447876,0.07902634437620604,5.883971495307037,5.924787613618923,5.9429715311591975,1.7933721601955098e-12,5.257761842768967e-10,0.07240791845899054,0.022835589255808968,0.0,0.0,0.0,0.12852280449766051,846.2651108341901,-1686.5302216683801,-1671.1088625390764,0.015313412325960082,AB_Q_alphaCCC_WOB,0.0938161275581675,-0.5597076033913204,0.7748500713817262,sub01
-0.07178473650236039,-0.01886711468843033,-0.01334785801952357,0.19680880449214302,6.010463873656605,5.9816103339537285,5.953010654716969,5.910493806302155e-22,0.043067602540082635,0.09001767454292019,1.0451581592446812e-05,0.0,0.0,0.0,0.11256090517423334,698.0125939831705,-1390.025187966341,-1374.5872345631979,0.019487623303824683,AB_Q_alphaCCC_WOB,0.3140048590301637,-0.3182318091131707,0.3700396147559128,sub02
-0.04897017698087158,0.049108144342176085,0.09114555081899928,0.03846239417535291,5.898030513085248,5.891571830996279,5.9214347918807375,0.011681032942997185,3.4681079762828784e-05,1.6612529468031544e-19,0.1497786958306434,0.0,0.0,0.0,0.09341528311802773,413.1794674222389,-820.3589348444775,-805.0292964552608,0.02980715197870872,AB_Q_alphaCCC_WOB,0.04680486185092865,-0.17317460185094136,0.3897544744269445,sub04
-0.055994389992819936,0.04477208315367257,-0.018559756034230827,0.05246535237172767,5.9395148503127455,5.882851645892839,5.887594208850548,2.950837728008544e-09,0.0005201863947813612,0.08346096693886362,0.04808995488303528,0.0,0.0,0.0,0.06526914061837863,319.53335003155075,-633.0667000631015,-617.7592019957775,0.034601512309716816,AB_Q_alphaCCC_WOB,0.22655097681395506,-0.18328409821327574,0.5891515496665056,sub13
-0.041043135919423865,-0.057479379187259115,-0.033985823209658136,0.041392079205045916,6.0789755153849505,6.029699450419098,6.045597067643857,4.607964374645642e-10,3.531857361061496e-06,0.0012320883227078,0.06130334672283427,0.0,0.0,0.0,0.08555867538650475,351.6888064293302,-697.3776128586604,-682.1224199768029,0.032485204338375887,AB_Q_alphaCCC_WOB,0.7615148199664101,-0.9069076888505194,0.8399715782002224,sub14
-0.06458689609591099,0.019057106051326475,0.03419359825754685,0.11553678337907484,6.022945635790638,6.089092921869751,6.1704270354343205,0.0009598191487839741,0.16339509377767922,0.0027710686908289017,0.013671017562246002,0.0,0.0,0.0,0.10147591220411999,231.67994603749318,-457.35989207498636,-441.9623994200063,0.04043850609245185,AB_Q_alphaCCC_WOB,0.0738417386480675,-0.4709804178653652,0.36100143171348464,sub15
-0.09548800255488823,0.05351026330805375,0.03254098645597358,0.08624814820546982,5.898123338901076,5.867870847774249,5.9789226274901175,2.5684336649661387e-18,0.0005154155031422764,0.010164664609383894,0.008849973816153527,0.0,0.0,0.0,0.11807749909130105,114.01600425396921,-222.03200850793843,-206.70237011872157,0.048597765478801534,AB_Q_alphaCCC_WOB,0.3784130309767215,-0.5573893585809411,0.4312545891025029,sub16
-0.037311457930381695,0.03790822726029869,0.056563491922405514,0.00010317740621509919,5.870429584005607,5.832728291626633,5.9018399548834095,6.169292555452086e-06,0.008162192283324961,2.6899402891530946e-06,0.997829189829025,0.0,0.0,0.0,0.05288119504547284,171.50109043883572,-337.00218087767144,-321.621508450975,0.04445042187135125,AB_Q_alphaCCC_WOB,0.6045106045051274,-0.8883025227072603,0.8114867797804008,sub33
-0.06989490163359327,0.007542403562052158,-0.029534820401477587,0.07888615696103017,5.99722856539446,6.030130445870182,6.03578134076578,2.5980128498710493e-12,0.5425586058796547,0.004427594423271421,0.011784533036971941,0.0,0.0,0.0,0.06186825782897309,355.0943995420291,-704.1887990840582,-688.8250417243246,0.03298476304258307,AB_Q_alphaCCC_WOB,0.2765031777106772,-0.8638336660485534,0.3293003371045401,sub34
-0.0628046895350946,0.028117578514940175,0.055321138940319016,0.1020622292921547,5.983629366887026,5.9872435123232535,5.976607696740611,3.668129462336303e-11,0.03762293990115901,1.4050762750534375e-06,0.0094476296079668,0.0,0.0,0.0,0.06866267359895628,231.379945666715,-456.75989133342995,-441.3695958030533,0.040421988068391534,AB_Q_alphaCCC_WOB,0.42053310764769053,-0.8215235459056369,0.6348294166709251,sub35
-0.08570541889755894,-0.014411843727426947,0.018416355855381702,-0.01397369650362934,6.1904737110628645,6.236604727272642,6.151960566901336,3.223621971962548e-10,0.4826359564429853,0.29256677323396435,0.8579091077563837,0.0,0.0,0.0,0.04229986576757083,-302.0878708006592,610.1757416013184,625.5660371316951,0.09497424865969813,AB_Q_alphaCCC_WOB,0.4903802346179577,-0.9126285001580008,0.7382744972529175,sub36
-0.07053322212965797,0.05022737820730884,0.048822716412842436,-0.015645717511214227,5.964209860676722,5.958729283482687,5.935052175261308,9.645666473837288e-11,0.00027603522471603256,1.203028913142106e-05,0.5597695897318975,0.0,0.0,0.0,0.08470835083345762,275.78075801312116,-545.5615160262423,-530.2466196814328,0.037227072256329145,AB_Q_alphaCCC_WOB,0.21492276507492594,-0.7966726330406482,0.14232806518955973,sub37
-0.05182349645635332,0.033408329493641725,0.02510713661715963,-0.06421102111360555,5.957871230754403,5.9871448733858825,5.976903342969585,6.148513127886193e-11,0.0166299902938581,0.02860595998018298,0.014654016862420547,0.0,0.0,0.0,0.06629168476698688,250.3842520717183,-494.76850414343653,-479.55888175806086,0.03824659951018577,AB_Q_alphaCCC_WOB,0.7022822719876771,-0.7765554554045522,0.5719003126781748,sub38
-0.1020148593412404,0.003762390143074751,0.08862808684136321,0.08090152635794012,5.941870750397179,5.897066573213378,5.83886157958645,1.649958246769795e-22,0.7839305036722952,3.834966995189927e-14,0.05026528472981087,0.0,0.0,0.0,0.14651498305741315,214.87774008944416,-423.7554801788883,-408.3748077521918,0.04145850669002889,AB_Q_alphaCCC_WOB,0.3279559840357975,-0.3650012420695451,0.5463385323398835,sub39
