,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-40.58394949878455,16.34709723216831,-7.212987006305568,4.578609589253604,378.6087852600558,375.0539447684839,362.7907708325671,4.9954176352332993e-17,3.193846594069333e-05,0.06574188669392786,0.6145432235906461,0.0,0.0,0.0,0.08022593543326606,-6801.590445412828,13613.180890825655,13638.660356931143,4593.345647436522,SR_Q_D_alphaCCC_relevant_WOB,0.48657923396019365,0.38571743582660767,-0.2765065296783362,0.04967270003978134,0.7845497217242348,sub24
