P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
-10.942797007275102,20.111546499225327,4.963067576094417,28.419128774066444,362.5645213416025,376.64671191993597,384.40946326872665,2.8486253047956415e-10,1.4979124235741156e-09,0.07503040877526215,0.039832045540198716,0.0,0.0,0.0,0.11621157970013953,-6709.514859707383,13425.029719414766,13440.451078544067,2429.081573372944,AB_Q_alphaCCC_WOB,0.8803611516658104,-0.5378853311889273,0.7686380724712263,sub01
-26.945407655059036,-7.218363281802183,-5.071083599271809,83.58975467943037,411.7710529793309,400.3214880742599,389.2511285556071,2.4989607313468793e-22,0.049295638240586144,0.10107736851528916,1.9193457030749818e-06,0.0,0.0,0.0,0.11592351552928205,-6882.37436694634,13770.74873389268,13786.186687295825,3008.05403848175,AB_Q_alphaCCC_WOB,0.3567228797480552,-0.428418915856276,0.3641043445258231,sub02
2.551057920981711,24.936699468583946,37.318162532220406,15.516800908804536,365.48179459566717,362.1037586518226,374.9928469829292,0.3159540420214797,1.1247682780840638e-05,1.3817074354780715e-19,0.154684834086584,0.0,0.0,0.0,0.08587136997832122,-6948.170222342278,13902.340444684556,13917.670083073774,4990.7538571484365,AB_Q_alphaCCC_WOB,1.0,-0.6240751342288939,0.0001,sub04
-22.081518353431267,18.115101499914356,-7.221822356941887,20.592048440427266,385.999029759048,365.612329277412,367.12103578263486,7.522719876848912e-10,0.00019286338955771436,0.07366426568895605,0.03937945250352175,0.0,0.0,0.0,0.06907209662807122,-6886.685335105061,13779.370670210124,13794.678168277449,4906.079753897916,AB_Q_alphaCCC_WOB,0.22414636857853215,-0.12585224091867542,0.5748733535701464,sub13
-15.572943458519433,-25.010936999931975,-13.624846125139033,15.734537626526453,444.2263441248706,423.83175458075834,428.7401404783876,3.461197119537435e-08,2.597305341389859e-06,0.002493414021094652,0.09757883166545868,0.0,0.0,0.0,0.07727253981186788,-6884.159565697967,13774.319131395934,13789.574324277793,5963.295166267216,AB_Q_alphaCCC_WOB,0.9107888138733868,-0.11417356171387638,0.7600809281378947,sub14
-21.340854546524263,12.592427402340181,15.829673302515873,57.091092263523464,417.4846335372249,446.23479018734815,491.27476493550296,2.113049827648708e-05,0.0585102149218761,0.005093047403273844,0.013788725793113377,0.0,0.0,0.0,0.11029824613954677,-7535.317146169408,15076.634292338817,15092.031784993796,9890.903456188218,AB_Q_alphaCCC_WOB,0.3039019020551476,-0.6473639972349974,0.749893820152355,sub15
-39.682650154384106,26.8690484314597,13.529741182851831,36.22085329810503,369.8475015488848,357.7735552550389,406.73540591851037,1.450735174055544e-17,2.423077302854286e-05,0.009865812735243543,0.007933136867586012,0.0,2.154073836243188e-284,0.0,0.12276066678910967,-7261.889070882508,14529.77814176502,14545.107780154236,8332.799463135409,AB_Q_alphaCCC_WOB,0.3513467338354243,-0.6988621725324135,0.5106620003051803,sub16
-12.724113079351053,13.845724122600375,20.627667373680218,-1.067554988778813,361.94760285646674,349.000376557641,376.43113963237874,3.5267525404951696e-05,0.012840763753930857,1.0064084680858729e-05,0.9421295994549778,0.0,0.0,0.0,0.04879771660597798,-7249.263326933533,14504.526653867066,14519.907326293762,6684.360803582332,AB_Q_alphaCCC_WOB,0.5561747606908501,-0.18948933846849525,0.7584573192891423,sub33
-29.06632061512649,2.8578488875971217,-9.847109847319109,32.81953130426577,409.3493586852271,421.6809451514957,423.61763505397766,1.6337823649352745e-11,0.5912638131110541,0.02738602571638036,0.014908412160110563,0.0,0.0,0.0,0.05393087368941018,-7153.073763083212,14312.147526166424,14327.511283526155,6111.447754388917,AB_Q_alphaCCC_WOB,0.28097951375340063,-0.4864163978059876,0.31702357698935124,sub34
-25.27564805838037,13.088554044584795,22.890036410223605,48.60770699597364,404.7449200791925,407.01721377579184,401.9103147339682,1.2350478076413408e-10,0.02465957566576623,3.516740160481525e-06,0.004104024528627525,0.0,0.0,0.0,0.06820317760046124,-7343.826210896507,14693.652421793015,14709.042717323391,7492.4602562679665,AB_Q_alphaCCC_WOB,0.4655841924309237,-0.8922863094365295,0.6338785721464687,sub35
