P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
-0.07525920932352279,0.048412166088699186,0.0127986234487438,0.05321921538626395,5.885109847050375,5.9275343484586775,5.949514438371524,1.3007613037438774e-40,6.041233701352924e-10,0.0543068455393342,0.10702984608812707,0.0,0.0,0.0,0.21326778534681834,910.8175264894397,-1813.6350529788795,-1793.0732408064746,0.013824291509070642,SR_Q_D_alphaCCC_WOB,0.8190429002906275,0.7875884496526906,-0.7808304010728748,0.9310241060048126,sub01
-0.0770051529295355,-0.018228308388845843,-0.014984527206718334,0.1884946416766049,6.003162045098537,5.975994323667809,5.945482925815106,3.25588954642633e-41,0.04035693960574091,0.04860315912440385,1.2358682421813615e-05,0.0,0.0,0.0,0.1723787561326895,742.2907187924197,-1476.5814375848395,-1455.9974997139816,0.018174059642881442,SR_Q_D_alphaCCC_WOB,1.0,0.896012321071897,-0.11293993005481928,1.0,sub02
-0.0448672084124139,0.045990655296037325,0.092146046329885,0.03718552515242046,5.901006828338554,5.896934870278501,5.925702418658003,3.789302012186361e-05,9.38701407157082e-05,4.1669231155952745e-20,0.1615775950907434,0.0,0.0,0.0,0.10129192785641106,418.51991657051803,-829.0398331410361,-808.600315288747,0.02954817965581132,SR_Q_D_alphaCCC_WOB,0.3089515297613293,0.116719969843666,-0.1146628705604842,0.4674875891358629,sub04
-0.1743948968958171,0.040682638439250164,-0.01654355174402494,0.03206614396227603,5.938478175069735,5.892622878423875,5.894525201441379,2.7142985923158856e-30,0.0008710790494431197,0.10840674734066967,0.20936793906790085,0.0,0.0,0.0,0.13642060056856886,367.630821694662,-727.261643389324,-706.8516459662254,0.03196765456299211,SR_Q_D_alphaCCC_WOB,0.4084413410929474,0.7869798219539165,-0.4534229887636669,0.5557601343368738,sub13
-0.09461577449776316,-0.05641249271447656,-0.0324192104397152,0.05521329165333022,6.076419973546822,6.027931231953563,6.044441662349203,2.972427571636693e-14,3.804369997046012e-06,0.0018517823299001835,0.011506402734016251,0.0,0.0,0.0,0.10002167901003978,361.20655615786285,-714.4131123157257,-694.0728551399156,0.0319714112556504,SR_Q_D_alphaCCC_WOB,0.4880052317808775,0.7786926749154394,-0.5137263771358329,0.7259727097579224,sub14
-0.14379799304055926,0.018586686803853808,0.03183543344279313,0.11595315995240728,6.025355010413356,6.091628960807108,6.1760136517180815,1.734198390907231e-19,0.14928456611941926,0.0041646799454137535,0.01081671499394212,0.0,0.0,0.0,0.15104167409765898,267.2013243003471,-526.4026486006942,-505.87265839405404,0.03820777528479685,SR_Q_D_alphaCCC_WOB,0.4287704053022504,0.9187412421524328,-0.7373952437558707,0.8436896767839938,sub15
-0.15370812369037246,0.06900403714111683,0.03568814562335487,0.054281656265197764,5.885967617920732,5.847285752790791,5.971547347921258,1.1075074814957802e-29,2.935338768864928e-06,0.004010269744707126,0.09342956055616317,0.0,0.0,0.0,0.1548634190567657,140.09083717633257,-272.18167435266514,-251.742156500376,0.04657070129757173,SR_Q_D_alphaCCC_WOB,0.6274975990579482,0.9054769070271316,-0.2633557845341409,0.7155665191900699,sub16
-0.1675557670353277,0.02823008042192673,0.05588653584805059,-0.008978498932121992,5.880397665202942,5.846890997382277,5.910111061864805,5.6661986354033145e-30,0.0374540334606509,1.2714778306280934e-06,0.8046195037854311,0.0,0.0,0.0,0.1326806096643589,226.2918253069397,-444.5836506138794,-424.0760873782842,0.04070525534565725,SR_Q_D_alphaCCC_WOB,0.4701525534055577,0.8032376553872339,-0.5138939125249156,0.6600525915359248,sub33
-0.1997846307339473,0.0044849117366719815,-0.03002959105922182,0.07447648108264482,5.997340850169754,6.03364789295318,6.0356900702007525,1.209632410808043e-18,0.7127185506840881,0.0034200672095817744,0.01615291621210518,0.0,0.0,0.0,0.08350509334191836,369.53807085279294,-731.0761417055859,-710.5911318926077,0.03222962870726582,SR_Q_D_alphaCCC_WOB,0.1827882376711361,0.44584714976608464,-0.09555519474625962,0.14776365388078008,sub34
-0.19241832874217074,0.032631751939827175,0.05700400864108995,0.09977790451285083,5.979003399144522,5.983799885667193,5.978760463166388,1.5260667324483426e-32,0.010829315896398285,2.3925175508764037e-07,0.008308026436764059,0.0,0.0,0.0,0.13888201525679855,280.33450775612664,-552.6690155122534,-532.148621471751,0.037374321761652216,SR_Q_D_alphaCCC_WOB,0.36326953466436906,0.9978996024366718,-0.05923884686132275,0.6395409911150908,sub35
