,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-0.05599438999281994,0.044772083153672565,-0.018559756034230823,0.05246535237172767,5.939514850312745,5.88285164589284,5.8875942088505475,2.950837728008544e-09,0.0005201863947813612,0.08346096693886362,0.04808995488303528,0.0,0.0,0.0,0.06526914061837863,319.53335003155075,-633.0667000631015,-617.7592019957775,0.034601512309716816,AB_Q_alphaCCC_WOB,0.22655097681395503,-0.18328409821327574,0.5891515496665056,sub13
