,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-26.61615787589036,19.482281523514303,5.091052927656154,19.65678041565237,362.4773015427335,377.3323424644019,386.58129646646466,2.91876109580094e-36,4.696508774049664e-10,0.055574188568013716,0.1365773854132912,0.0,0.0,0.0,0.1957700576856345,-6649.991074768531,13309.982149537062,13335.684414752568,2210.4160778874234,SR_Q_D_alphaCCC_relevant_WOB,0.9255113393513249,0.7734699104310596,-0.38509447213395664,0.4453656877416298,0.7537158715675054,sub01
