,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-53.88720929454314,14.85589501699005,23.204665688097748,46.507766138075056,402.98015965942074,405.68596316194294,402.60029674925806,2.637195834271515e-27,0.007608889148442605,1.2623549263425786e-06,0.00463393577671531,0.0,0.0,0.0,0.12336344808351551,-7305.717781602043,14615.435563204086,14625.695760224336,7048.9235059721195,SR_Q_D_WOB,0.6662095983850359,0.9777147836704959,sub35
