,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-26.2683361677023,4.855886129334307,21.15309925687818,76.75259222987013,425.9606887796677,459.6700446584498,448.80404215728976,1.4571604895465344e-12,0.42311970554496825,4.210426684031012e-05,2.7749668133344242e-05,0.0,0.0,0.0,0.08328941382717003,-7600.942374674863,15203.884749349725,15209.03936470664,8421.93923800109,SR_Q_WOB,0.6122324728020844,sub44
