,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-23.187349983883593,-0.18714175447571502,11.826071585670578,12.866481296745386,366.54241337206474,367.00983618827536,371.8049949933837,3.021687974657139e-22,0.9522036032492572,0.00015821851827698799,0.37329829689275895,0.0,0.0,0.0,0.08401170905435407,-6848.313490024921,13706.626980049841,13732.325281729665,3052.882163904388,SR_Q_D_alphaCCC_relevant_WOB,0.910986222170728,0.9722036970174267,-0.23089376438108322,0.9467638813886655,0.662637631264171,sub06
