,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-46.12187412258025,15.25638021763,19.42511660015055,38.94946090355528,439.91705855592363,402.7085356296808,395.0717486192325,9.031833346947601e-29,0.007361872904208206,0.000647502997919112,0.027989264450449258,0.0,0.0,0.0,0.13985380450754503,-7505.160192743448,15016.320385486895,15031.703466584937,9985.896449719316,SR_Q_D_E_WOB,1.0,0.9305704510278249,0.03398670302880447,sub26
