,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,33.54743657160079,0.04385280027475917,-0.04115270876926755,-0.865332471754351,6.039638968262181,5.927269783437355,5.981786273786464,3.380175351074472e-09,0.4802904870924981,0.44861719893115304,2.4384896577963293e-15,0.0,0.0,0.0,0.06987585501040605,-1735.7698079918598,3477.5396159837196,3492.96572570784,0.9126472367185768,SR_Q_D_E_WOB,0.0001,0.7911489798725394,0.016316935017586954,sub18
