,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-0.09580823287008128,-0.0032092171344775267,-0.04013908011697215,0.05366084448561864,6.09286509238045,6.06161321029322,5.993107130123926,4.617025941647762e-19,0.7335528270086267,2.207058287404807e-05,0.09218258146070349,0.0,0.0,0.0,0.13002345507632118,470.5712187433887,-933.1424374867775,-912.6284537040573,0.027526603082817656,SR_Q_D_alphaCCC_WOB,0.5388741325596776,0.6477499037620938,-0.3348140602783273,0.7070326295636917,sub28
