P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
-0.04354423230717702,0.04796316684655719,0.01225082385942458,0.056527875461330535,5.889674035902226,5.931102309452762,5.9495822883263525,1.6337369728024504e-27,2.476046628291709e-09,0.07205000814884688,0.09469325517566768,0.0,0.0,0.0,0.17477983943192066,880.6795262722032,-1759.3590525444065,-1754.2185995013053,0.014500593525722166,SR_Q_WOB,0.8868399187085784,sub01
-0.0549363854988322,-0.018781348312679552,-0.016369819903738286,0.20142379536381871,6.007408939308907,5.980135354463299,5.9516010342187045,1.0902457679966263e-28,0.04023837705647222,0.03519985407124118,5.000246382236965e-06,0.0,0.0,0.0,0.13391796569804248,713.4691799296032,-1424.938359859207,-1419.7923753914922,0.01901863523154369,SR_Q_WOB,0.7864242532519918,sub02
-0.030213216177103014,0.04610369880844015,0.09282897852111456,0.036668000052643035,5.900913188768229,5.8965875680393545,5.925381375350435,9.99766528490236e-05,9.375231271174908e-05,2.3902180456705496e-20,0.16800177591470156,0.0,0.0,0.0,0.09993381844630124,417.5957726817392,-833.1915453634782,-828.081665900406,0.029592832264559808,SR_Q_WOB,0.4930987619200914,sub04
-0.0568065715010618,0.04262991717856626,-0.019713470240857817,0.03685214245731749,5.942594667634231,5.88936046751434,5.892666838461635,1.9321586495323245e-19,0.0006591998407465577,0.06080605465116055,0.15746602310950114,0.0,0.0,0.0,0.1002760586992445,342.72202144868675,-683.4440428973735,-678.3415435415989,0.033305639497858065,SR_Q_WOB,0.8592709559548105,sub13
-0.046409069874174924,-0.06181620870279553,-0.029603607397474318,0.05417951847241331,6.081846473912137,6.031718029378682,6.047079549008832,8.277599779192266e-10,8.717635863831043e-07,0.004774596526554925,0.013937606839709887,0.0,0.0,0.0,0.08467729950434566,351.11367058107453,-700.2273411621492,-695.1422768681965,0.03251651490184911,SR_Q_WOB,0.6218515658040314,sub14
-0.035762797634399233,0.020336906988276438,0.03494222940668433,0.13389908610894807,6.023154740383836,6.0850011435029785,6.169352977738612,1.4695964526259234e-09,0.12252429130351072,0.002008036915813053,0.003880433569409961,0.0,0.0,0.0,0.1198202144979651,244.59265239584832,-487.18530479169664,-482.0528072400365,0.03961291200055683,SR_Q_WOB,1.0,sub15
-0.06645688729592898,0.06447676945000105,0.030616753304686162,0.07810822734908071,5.888225017723233,5.8522078156837045,5.967005835600688,3.123504144096267e-18,2.180663505209514e-05,0.01559674809540789,0.017808056806710056,0.0,0.0,0.0,0.11779735700496695,113.82163373680943,-225.64326747361886,-220.53338801054656,0.04861320252528585,SR_Q_WOB,0.8525953295148571,sub16
-0.05681028988105856,0.03178790432999061,0.05653377876042179,0.0021878394465599804,5.877339502790662,5.843217633944652,5.906463497244205,2.1761956406220224e-17,0.022427785604352518,1.6796177366592643e-06,0.9530284542436838,0.0,0.0,0.0,0.09151919022971666,197.42869769227988,-392.85739538455977,-387.7305045756609,0.04263705360403226,SR_Q_WOB,0.9073523896726676,sub33
-0.07318149692041992,0.004208311173425905,-0.02858528557511505,0.07174065580636757,5.9978289849286215,6.035426048116567,6.036167734973762,1.1462978761287548e-14,0.7336882538110786,0.005656912778603928,0.02147850502045012,0.0,0.0,0.0,0.06995770912645649,360.45514384223435,-718.9102876844687,-713.789035231224,0.03270603851576117,SR_Q_WOB,0.32644920670867944,sub34
-0.06175917577068374,0.02658281635729276,0.05604178389621667,0.10268202488361866,5.98551599293203,5.9895111328296515,5.977413539213872,2.4740972942128654e-18,0.045134012942122714,7.412366968366619e-07,0.00814225390267152,0.0,0.0,0.0,0.09271707411180097,247.72136282297612,-493.4427256459521,-488.31262713582663,0.03937797677181753,SR_Q_WOB,0.7888225463616828,sub35
