,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-0.25588778984489613,0.005682093180109649,0.08814532450630053,0.10630699884821454,5.9425495089805676,5.899042039085975,5.839372979983746,1.3142471036055126e-82,0.6370773562092924,6.247687515131534e-17,0.0038848823408924415,0.0,0.0,0.0,0.31261925505118415,342.879640247304,-681.759280494608,-671.4625890068079,0.03414988714639336,SR_Q_D_WOB,0.5434858109641025,0.9674404524313212,sub39
