,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-53.875952903619094,9.186318321442604,-2.5404210685327406,36.22064029878901,428.39291297346017,440.18464631962723,423.3479674751412,2.7360916046728377e-25,0.0948049085038184,0.592248677876182,0.08906830866363244,0.0,0.0,0.0,0.08630487634443951,-7438.517228751118,14881.034457502235,14891.329576044614,7094.724588285086,SR_Q_D_WOB,0.5909684559443179,0.7613373978935145,sub41
