,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-15.171499853453675,2.0673091136856527,-5.696709718766797,12.10229127287188,446.0843852035333,421.2529033745443,426.4926764139376,0.0022304052828189674,0.8128938717891555,0.44560668568025263,0.3523679105940034,2.455996954956687e-268,0.0,2.320932818078061e-252,0.015227189314311329,-8001.861593368943,16011.723186737887,16032.307124608744,17560.54530948787,AB_Q_E_alphaCCC_WOB,0.7713169881343669,0.018508048403161947,-0.08242972679278615,0.5102355195413747,sub43
