,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-41.273159905131166,-2.7539768207205064,8.420809808658248,-25.694289555605742,425.3038215560211,392.06359637351704,390.8056353420171,7.012893791890342e-22,0.5622528381387182,0.04000243633211124,0.02426922252242217,0.0,0.0,0.0,0.11460672051684617,-7313.886784548142,14637.773569096284,14663.550550605767,5330.231340102413,SR_Q_D_E_alphaCCC_WOB,0.6256060220916886,1.0,0.9138852000692219,-0.19304824751038097,0.7741445219858024,sub47
