,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-0.05121688495810178,0.010655350364120547,0.008983295422109024,-0.046257159724163,5.960598339124056,5.9806456219558175,5.980649628303678,0.00026760361424752436,0.6086373541483763,0.610421105795334,0.2560528577437756,0.0,0.0,0.0,0.015056095243804024,-301.4223619280974,604.8447238561948,609.9659763094394,0.09528083765289361,AB_Q_WOB,0.45821879212573974,sub38
