,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-35.73968589094701,3.1598863067727367,0.7757318709877079,10.642325986251382,412.40767278297875,405.9800498564147,405.43045783563736,5.326787735970847e-19,0.42613439401255415,0.8448455277337006,0.6714471675403404,0.0,0.0,0.0,0.06300620850808625,-7198.772009848206,14407.544019696412,14433.273942034984,4952.784870272029,SR_Q_D_alphaCCC_relevant_WOB,0.6623188154560493,0.5853602860217216,-0.3824758754675317,0.24205242459491638,0.655949316832137,sub31
