subject,AB_Q_WOB,AB_Q_E_WOB,AB_Q_alphaCCC_WOB,AB_Q_E_alphaCCC_WOB
sub01,-1680.0684185863458,-1674.074136059914,-1671.1088625390764,-1661.778127918587
sub02,-1388.5752005358108,-1381.9729147495316,-1374.5872345631979,-1372.7757871758295
sub04,-812.8512040848111,-805.7519506765134,-805.0292964552608,-794.4309931156076
sub13,-628.4595153558599,-623.0623266355583,-617.7592019957775,-609.8279263652523
sub14,-695.426816714276,-688.3593556456536,-682.1224199768029,-674.5675219368873
sub15,-463.0541419967876,-457.4835696313916,-441.9623994200063,-442.4973915261728
sub16,-220.645235941234,-217.41360671860545,-206.70237011872157,-212.29622687741767
sub33,-335.3741211610817,-330.21732142133783,-321.621508450975,-315.7267683189665
sub34,-702.4711884854448,-695.3933123216866,-688.8250417243246,-636.8358238093992
sub35,-453.81836741258314,-446.8298684633725,-441.3695958030533,-434.78836763888773
sub36,615.9949031186687,622.9390027774367,625.5660371316951,633.502716826774
sub37,-544.4574124586817,-539.3104905663205,-530.2466196814328,-531.0622253148874
sub38,-493.4989440152895,-486.4488139614684,-479.55888175806086,-472.47205435779716
sub39,-418.2453564313077,-411.31716958051834,-408.3748077521918,-398.4307380380896
sub40,-1035.5018939274555,-1029.0242324291373,-1022.5379691639528,-1016.7251288524016
sub09,-1006.3134641649117,-999.3672396606128,-992.6292681468304,-984.4847103875237
sub10,-640.4201733055224,-634.2235094755289,-631.8070591485813,-619.3025273480473
sub11,-153.44288540705426,-146.4304980134178,-140.47179574505958,-135.4887933645657
sub12,-585.6540966693473,-583.9217279334197,-572.3064683672712,-565.4396106467963
sub17,-1169.1532243831575,-1162.262114348771,-1157.8879454191274,-1148.3605215147968
sub18,15.104532538804612,21.59208582381619,32.83276256652139,33.84808681029787
sub19,-116.25470396907619,-111.23195861375322,-102.99318089215052,-98.69390820245864
sub20,-510.74407375649577,-504.6726745457987,-497.09842104433915,-492.68093507869
sub41,-595.964164486709,-589.5362475484625,-581.6802595947697,-574.9910323293482
sub42,-185.61765070401933,-181.11226913148815,-171.90954253367303,-167.88612277584264
sub43,337.6335883972382,343.12512877994516,359.0670368071769,358.32344299232483
sub44,-558.2758384984702,-553.0027003187869,-545.1590056765668,-541.8082076527874
sub45,-1121.927573854274,-1115.0690260509105,-1108.1078464059917,-1069.036104957792
sub46,-385.83791076822996,-379.4585072904271,-372.8898090711057,-363.63099945725884
sub47,-886.3846887771431,-881.1071520016912,-864.9226873679103,-866.6210217850045
sub48,-231.19209152211673,-224.61480821866607,-216.947206018344,-210.25157024789962
sub05,-1331.3619516877673,-1323.8622055522599,-1318.162383558859,-1286.9298672440505
sub06,-1190.0320272360018,-1183.5729050447435,-1175.7979285372462,-1169.686268334827
sub07,-174.12541325899295,-169.2447105290577,-151.36942962484517,-157.39046920310943
sub08,50.42749732218051,55.82495741561765,61.74506730078721,74.45036398919028
sub21,-1179.8863374702564,-1173.1723181854413,-1166.4813517618159,-1159.622813832154
sub22,-802.9088475104933,-796.0608622426926,-789.1957259792264,-780.4931610889903
sub23,-1139.9413901537487,-1132.8241845672146,-1125.7069791306537,-1118.6119455349606
sub24,-781.9160990064197,-775.5738036178752,-767.8119257179825,-762.2398181521335
sub25,-1251.8465051681887,-1244.6540990092801,-1237.6897270832342,-1231.2675244965105
sub26,-128.07464469663893,-122.67550920677796,-112.77737416353094,-108.12420456967104
sub27,-160.172202502109,-153.38578432747224,-145.87415110599244,-139.11440934288012
sub28,-880.4168950299062,-873.3026642542441,-866.1599031411272,-859.0213183022223
sub29,-1829.9855290807584,-1824.2035505466772,-1819.4623621552703,-1809.9704756190577
sub30,-497.29689875228837,-494.03505481678803,-483.6729186459954,-480.238947251214
sub31,-872.5378573325654,-866.1135424238843,-842.2233752172315,-852.0677241651996
sub32,-1133.6558302818514,-1126.5816516313498,-1121.9534475048602,-1113.6777198783634
