,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-78.74294599046524,17.515017582156627,3.3619096602535237,18.94453547086328,425.7719436615028,436.20024657928735,420.2567479779379,6.070272575414756e-40,0.0011379445018207853,0.5313201982399158,0.348922647760853,0.0,0.0,0.0,0.14019330298326682,-7655.386072240959,15316.772144481918,15332.23599055266,9169.73504783435,SR_Q_D_E_WOB,0.6295296608217716,0.7119927912777543,0.7133744269089886,sub27
