P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
-0.031072284996821357,0.04036701933587414,-0.0001181322407373675,0.06734999555113869,5.8939192423486455,5.919915651806916,5.953873064790834,6.312759203779449e-05,0.018782181297834773,0.9936068580708391,0.36018114003220336,0.0,0.0,0.0,0.028622017948282782,-102.18658344448342,206.37316688896684,211.52386834655928,0.06872897643711652,SR_Q_WOB,1.0,sub01
-0.08351944391309772,-0.05385116398084877,-0.028751756300494813,0.21466587379094992,6.029555835929594,6.019298335177903,5.954152103354117,9.009376862993925e-13,0.002291933394729441,0.053707283007259056,0.01134528845040454,0.0,0.0,0.0,0.061065846920635436,-119.90523036341392,241.81046072682784,246.96585702872454,0.07060379386986307,SR_Q_WOB,0.5069833636533001,sub02
0.07723330019549599,0.0666883725825958,0.07941596632155633,-0.10097357978309962,5.839455271614975,5.843932639696549,5.906132487953931,0.01351306978000413,0.018405549015520217,0.0007721851496142487,0.10030776738406193,0.0,0.0,0.0,0.02185587510348208,-701.6216780610208,1405.2433561220416,1410.394841585946,0.17584425897476513,SR_Q_WOB,0.032650188827633056,sub04
-0.05804477479425708,0.02206996224349816,-0.010986859731735354,0.05255686432368661,5.9339778320487655,5.876655942317419,5.888413620704022,4.2891318965076765e-14,0.12821340786772986,0.3768219015852765,0.08163180358909711,0.0,0.0,0.0,0.062324738819607324,114.45847023592114,-226.91694047184228,-221.76545500793753,0.04893418449183521,SR_Q_WOB,0.8124226041523238,sub13
-0.04112366727332282,-0.05631781537150049,-0.024347147725931426,0.05413142356503303,6.076396820311122,6.022520446321473,6.036895244087133,1.0152861871967088e-09,2.3620774209992956e-06,0.015745679443185782,0.010519053687639772,0.0,0.0,0.0,0.08029359622930787,383.53413921553283,-765.0682784310657,-759.9191468325082,0.03205043736711242,SR_Q_WOB,0.7056672686982945,sub14
-0.026324487892254084,0.01798257704967697,0.051789124455096924,0.12039224498526058,6.011541882620128,6.05863559446363,6.158971563204098,0.003628722311624918,0.3752233799225938,0.002989597190674014,0.07900330944994223,0.0,0.0,0.0,0.051669082811247824,-313.03211555740717,628.0642311148143,633.2133627133719,0.09574423684004932,SR_Q_WOB,1.0,sub15
-0.0728087983220159,0.05304149470421651,0.02676737742604507,0.08814423121809423,5.8918881177889375,5.863723624353575,5.973688394989614,1.0365609224995707e-18,0.0002536287414507084,0.031086450049656426,0.0068561872700417074,0.0,0.0,0.0,0.11443684244047815,118.35392056776094,-234.70784113552187,-229.55949539162185,0.048607952173856835,SR_Q_WOB,0.7333107484757845,sub16
-0.047899710129292984,0.02324853005827188,0.05052776944783421,0.007292790233588975,5.877361226648261,5.8376906958904335,5.902570689976574,6.8820012283131e-12,0.13226531179183554,0.00014928747502873044,0.8638076065616593,0.0,0.0,0.0,0.05970418611489059,29.31797778215196,-56.635955564303906,-51.48290392936643,0.05592419892511672,SR_Q_WOB,0.9952968026693828,sub33
-0.07228676765908004,0.0035150953858529843,-0.03489546397644136,0.06625605676446178,6.002613174060096,6.0400702060135085,6.035198031866912,7.682684168570052e-14,0.7744625731223892,0.0007639205306213562,0.034100187827524775,0.0,0.0,0.0,0.06495103436135741,349.03562347614184,-696.0712469522838,-690.9213301161516,0.03385008796451002,SR_Q_WOB,0.29278690223389897,sub34
-0.05915633014982762,0.026340546221972544,0.05490666791449286,0.10211654948431452,5.983889423270763,5.990952867216157,5.978820417822738,3.2796098628225116e-18,0.04404311485751625,1.025864183004923e-06,0.0076124060183951625,0.0,0.0,0.0,0.0900433853688718,248.49671844542968,-494.99343689085936,-489.8411680348268,0.03967375674590642,SR_Q_WOB,0.8245739265329484,sub35
