,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-0.13165730261931946,0.025416087729675796,0.03265666977636518,0.1598417107283332,6.014466180869292,5.9994924227859405,5.94747473278505,2.0021822683981636e-15,0.03777166486678637,0.0017747812128426155,0.023646256394209496,0.0,0.0,0.0,0.08042297541663845,339.63118207636535,-671.2623641527307,-650.6721270679728,0.034310340103813966,SR_Q_D_alphaCCC_WOB,0.33535167690377304,0.5231422265929765,-0.9523896607723723,0.9269225307814302,sub10
