,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-9.487123612282254,4.10104944125133,4.79142038877902,-9.23539348361712,325.36169802204864,338.98244541910356,335.6447412916374,4.715688218420106e-05,0.23895749168022234,0.10252928775642597,0.24762044411569806,0.0,0.0,0.0,0.024402311221474182,-6875.268678325979,13754.537356651957,13764.845024255115,2732.9297119739163,AB_Q_E_WOB,0.48686410021808413,0.40981796119725866,sub17
