,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-3.342906070103197,20.71371353247375,37.12870549537619,14.552378906133,368.29264634415694,365.0387175321281,377.4992221084964,0.1168589775567981,1.6483756069868044e-05,1.9833527337151626e-19,0.18243751033447123,0.0,0.0,0.0,0.08696278775409494,-6947.439092476818,13902.878184953635,13923.317702805924,4984.795181066752,AB_Q_E_alphaCCC_WOB,1.0,0.0001,-0.3315162667454119,1.0,sub04
