subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,0.14690047968007436,0.17592860486754736,0.17649892087891214,0.1777276916209698,0.17782183404984986
sub02,0.1364339336857281,0.16582599822870747,0.16582599823742972,0.16582599824337785,0.16668745850352462
sub04,0.06800028023371307,0.06800025561836676,0.06800246410019084,0.06962333657893792,0.06960733005254804
sub13,0.07645110273660649,0.10142952621409984,0.10153672913919544,0.10244932751708358,0.10303772270286793
sub14,0.07442447985101808,0.08601659232118575,0.08703539561517848,0.08983268763298125,0.0955810738799978
sub15,0.1148666060739758,0.14018001541853264,0.14018005413171353,0.1401809171545223,0.1411118676701656
sub16,0.1203914004513873,0.14784623434816369,0.1610453423857534,0.14805840458285102,0.15933785389133426
sub33,0.07438107404921313,0.10503152840346563,0.10708768866547567,0.10572267639735757,0.10796206219107207
sub34,0.05781053514599532,0.06647348484926441,0.0684763576260875,0.06647348484925075,0.06850517358096088
sub35,0.08560295463541845,0.11771288497356393,0.1205779681068352,0.1190301125360742,0.12414215606495672
sub36,0.03545452056687515,0.07345709728894513,0.07540529653366257,0.0750458216169212,0.07739263682576103
sub37,0.0899334447159702,0.12277933291807765,0.12367528347722168,0.12329659688226555,0.12388380159960145
sub38,0.04821979805213972,0.0623295101789626,0.06290373191416687,0.063373191004922,0.05151972258108184
sub39,0.16274972693969336,0.26558020618400524,0.28054641946797776,0.2665583677433371,0.28056887689027643
sub40,0.10390801086607382,0.11527365055328698,0.1183764328493967,0.11650904645750172,0.1183764328685264
sub09,0.11664052226004228,0.16331250950289722,0.16705919468537225,0.16393791502916533,0.16897002715027365
sub10,0.05048362618134728,0.06750886697403803,0.06858881118010163,0.06801178479382564,0.06727249130551037
sub11,0.04690561111062575,0.06936053262397801,0.06982566671797685,0.06937857640364231,0.06965102501954701
sub12,0.049223706730973205,0.05743840030769976,0.04423968971850767,0.057438400218513534,0.06427970772353242
sub17,0.02477916471708508,0.04171726552269417,0.043969317795592544,0.04265564266920596,0.04362943910555672
sub18,0.011226583961005955,0.015975088820674332,0.01905451863699348,0.01596365541703526,0.019054519003781856
sub19,0.033164350825271804,0.04089867762284305,0.04094614653351136,0.04229801656885879,0.04118953309582296
sub20,0.08772453529704627,0.12445929426749057,0.12629075271426915,0.12451010115378948,0.12513830598068842
sub41,0.04335784443311852,0.08630487634443951,0.08773953220934172,0.0913215067638875,0.09147966732422363
sub42,0.05333007188690397,0.052904872655647465,0.052961121247986576,0.053023427622913566,0.053867782568503664
sub43,0.014053391956733273,0.01623719662366441,0.01884664276866621,0.016825898047573173,0.01890068273180168
sub44,0.08328941382717002,0.09181641348236236,0.09221347983761496,0.09202991376049874,0.09345854771711504
sub45,0.05073893884212444,0.0966832504256685,0.0968128666697866,0.09963860056915252,0.10095206565655834
sub46,0.02963606802957108,0.03622035274627844,0.03662160869853537,0.03643880824287249,0.0366027228949829
sub47,0.07718023815719566,0.11383314855434135,0.11407765614619758,0.11382805206579615,0.11460672051684614
sub48,0.07667699095458502,0.10698188258656603,0.10734122666754477,0.10981856060772333,0.10734122667020718
sub05,0.04669405663028348,0.04689951845169915,0.0469154932501461,0.07000216063742802,0.07167528858644777
sub06,0.05496094780845495,0.08679592062737296,0.08726540672379468,0.08684019625344674,0.0873702586457632
sub07,0.09375384822151388,0.0940631555034216,0.0949485027999849,0.08978044154161391,0.08664031446816023
sub08,0.0277164966104273,0.02830046864478042,0.028354011511578788,0.0330329406949238,0.02844457331467853
sub21,0.08002326778806157,0.09509700325690684,0.09602125473870783,0.09717578660246397,0.09510041110859324
sub22,0.04464656583111426,0.04846884157810438,0.04880226447049008,0.0494591739353758,0.04715428627052487
sub23,0.10922935191178773,0.12895224917099113,0.13733814685632306,0.12912385946199126,0.13570041208131345
sub24,0.06972002814180467,0.07447851820590877,0.07864796387881845,0.07550940942717499,0.0807477872516621
sub25,0.05348279698439173,0.05935216641850871,0.0607248176145484,0.05935216641848672,0.060726900216886766
sub26,0.08998114488551201,0.133949128261742,0.13584647217197832,0.13406553008664554,0.13523727642285174
sub27,0.08795346322980667,0.14012972615681984,0.14019330298326682,0.14709763623500804,0.14339115743502384
sub28,0.0889137499536009,0.09758321856683637,0.09772554714703696,0.10136480625144563,0.09907115212248274
sub29,0.08600696823246834,0.11348661482617185,0.11529298173295255,0.11417872333998745,0.1171323518442483
sub30,0.04238036765968156,0.050792612240574964,0.05118865203922063,0.05153376468921145,0.05180721527474619
sub31,0.04254815266972456,0.06211954010838173,0.062149713935997775,0.06218575510159075,0.06247053762876442
sub32,0.1220784286290122,0.1478575108686041,0.14799069851858104,0.14894229288375593,0.14839678548173885
