,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-0.05905329836726393,0.025157289391289597,0.05452842060685392,0.10348506045874761,5.984419154753128,5.991326110993551,5.980684687063418,6.593510609389889e-11,0.060366538360918674,1.6593785619972233e-06,0.007601871385035596,0.0,0.0,0.0,0.06602248026676949,231.8603155447022,-459.7206310894044,-449.4160933773393,0.040721058925491396,AB_Q_E_WOB,0.4685896100951134,0.6487411294432703,sub35
