P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
-66.08400517010959,1.5279987063475318,-3.756146044458669,-2.0558224088915047,438.19405195859963,474.96808098888437,441.1869282865377,3.739049556802223e-06,0.8510042198411467,0.5839879531021266,0.8851953724364268,4.932382806466558e-277,0.0,1.7981119324383156e-277,0.03803726714936895,-7249.181510593009,14508.363021186018,14533.699620429286,13659.543453076953,SR_Q_D_alphaCCC_relevant_WOB,0.2266399710260144,0.63576878399777,-0.19845398485940025,0.1461176285722467,0.9346861700690672,sub18
-90.7494798273308,2.3971320753,40.880871458316676,-21.5712336678,392.07347508888563,386.2962656835915,400.75117603790846,3.776504600753052e-07,0.7462173522890876,2.640840286116733e-11,0.034528125689776916,3.0386586283454015e-275,0.0,2.783042163992726e-273,0.06561592576512976,-6898.491327023311,13806.982654046622,13832.180955795933,10447.6491572302,SR_Q_D_alphaCCC_relevant_WOB,0.13760748633196368,0.4129398062752797,-0.8441309388018989,0.13489962625379393,0.05324543946612454,sub19
-61.082935160817854,4.796962814877288,7.3672462416580835,30.043056417739397,413.0498493722727,426.70449434649595,438.38143774872617,3.0771978116153696e-33,0.3979275671907242,0.1253693443074101,0.012929556189533807,0.0,0.0,0.0,0.1348642049527662,-7162.109469987876,14334.218939975752,14359.772420590645,7011.892286340929,SR_Q_D_alphaCCC_relevant_WOB,0.6559727627497246,0.7192292558980918,-0.2329137418742938,0.4975004640568836,0.9806382806455212,sub20
-72.42714403881821,9.698590251321663,-2.418948435220325,24.95587053235421,428.5580976059568,441.1103111712343,422.8968092401882,6.085918983194634e-28,0.07360479422881808,0.6051515927223605,0.2470576892789236,0.0,0.0,0.0,0.09610382701000196,-7320.127470970743,14650.254941941486,14675.929396199317,6820.340798190649,SR_Q_D_alphaCCC_relevant_WOB,0.3814224639622125,0.7476066472367378,-0.14161498559459318,0.6355317945683054,0.2224220735470621,sub41
-23.337736448743087,3.6568335263707614,18.39118080634183,40.498089765662755,404.94411681631584,457.9815683999298,450.73924502666205,0.00034930106819834427,0.6091517127046211,0.0018016743885444868,0.002891508311533498,2.9536687176087123e-302,0.0,0.0,0.07492952384767182,-7179.972906916538,14369.945813833076,14395.354356763604,10191.448749410432,SR_Q_D_alphaCCC_relevant_WOB,0.24695309332016965,0.04395823156797311,-0.2854246342026582,0.8136023065513406,0.5412677623263378,sub42
-19.911505375695214,7.386444642203134,-0.7098160126675195,10.436329965816627,438.8028315679608,415.1640893008735,420.15318556670616,2.8637709212863808e-05,0.34326905511851136,0.9144968516745596,0.3718755496158911,8.54713195522031e-291,0.0,1.3305547931839149e-272,0.02628671562790341,-7041.029777034108,14092.059554068215,14117.288436952613,12440.658918366504,SR_Q_D_alphaCCC_relevant_WOB,1.0,1.0,-0.9334760696897428,0.5187687983447762,0.8017810217990076,sub43
-43.23818201032668,3.859035160976896,19.56026221718134,70.778943467439,428.69832264685203,460.44477904447746,451.37789951503333,9.005707950998191e-14,0.5285336639311871,0.00015193722607223915,9.585945192423566e-05,0.0,0.0,0.0,0.08492702665548735,-7433.412388456936,14876.824776913872,14902.495245519836,8247.332421879419,SR_Q_D_alphaCCC_relevant_WOB,0.5199960150262473,0.3930259629616314,-0.9616966357651756,0.10268582526796467,0.7016680789757621,sub44
-46.37794579899838,-3.1666615615038936,11.406515322071233,43.067841838447634,394.0457590797868,398.5006011450047,404.8860120501975,2.197906445096117e-27,0.4353828729268472,0.0010276671290114702,1.5275745306073468e-05,0.0,0.0,0.0,0.11891107310842265,-6802.885470926806,13615.770941853612,13641.352912574082,3662.012646252705,SR_Q_D_alphaCCC_relevant_WOB,0.4414473869277252,0.8997601710367871,-0.1521964123868974,0.7204876389663682,0.01067866342848873,sub45
-43.21689161901047,-11.892836433021333,7.51609333351344,30.593039127130453,494.7812444761605,513.7259916966459,500.2586941345979,3.4628418973427137e-07,0.095267722947238,0.21586533063301452,0.15883386081904033,0.0,0.0,0.0,0.037065067023587916,-7606.417082928138,15222.834165856277,15248.484658406904,11408.731649245665,SR_Q_D_alphaCCC_relevant_WOB,0.4262410393270791,0.6220925008651912,-0.5636282244222302,0.925268838946701,0.6292457877412553,sub46
-42.41040399507469,0.4514141937755853,5.848651765265305,-14.41855587404903,425.0749247938892,393.41675574161764,390.1089236224506,4.6577118276075995e-26,0.9195835543664169,0.12670978069247354,0.20584134028435505,0.0,0.0,0.0,0.1330311718222249,-6957.173687589126,13924.347375178251,13949.949597040213,4494.388230010086,SR_Q_D_alphaCCC_relevant_WOB,0.6815550345524761,1.0,-0.1259345744842768,0.7290276209108023,0.9427162477186156,sub47
-86.33490046218714,-3.117605953553188,17.214118924452027,32.51207038019523,417.15800327164396,418.87939233184443,460.8767916922393,3.358525691325341e-20,0.6329571884442018,0.0018809073346559863,0.106283840027462,0.0,0.0,0.0,0.11104689414959323,-7457.610466964117,14925.220933928234,14950.851370294731,9431.87672666431,SR_Q_D_alphaCCC_relevant_WOB,0.3683877993544131,0.9420729120435308,-0.9072932318985308,0.3429926854437181,0.6494603179528394,sub48
-17.24270005904245,14.888386794646747,-15.869008667638171,10.095697475915028,456.3277886689559,442.0512609054577,435.9174920055097,5.775697969669298e-05,8.361582989531326e-05,2.775121050715472e-05,0.6723316050459743,0.0,0.0,0.0,0.0538538234961764,-7111.721222927108,14233.442445854216,14259.156582860025,4473.350457556437,SR_Q_D_alphaCCC_relevant_WOB,0.3743506689622547,0.031236086410628413,-0.19822303085578707,0.4575383635576632,0.30983154239716715,sub05
-23.187349983883596,-0.18714175447571504,11.82607158567058,12.866481296745384,366.5424133720648,367.00983618827536,371.80499499338373,3.0216879746571386e-22,0.9522036032492572,0.00015821851827698799,0.37329829689275895,0.0,0.0,0.0,0.08401170905435408,-6848.313490024921,13706.62698004984,13732.325281729663,3052.8821639043877,SR_Q_D_alphaCCC_relevant_WOB,0.910986222170728,0.9722036970174268,-0.2308937643810832,0.9467638813886656,0.662637631264171,sub06
-66.4693059747526,10.038724662784732,54.997619680026595,24.631799397115287,404.80843714012497,444.92423361853815,459.65446584086305,0.0007450375884463205,0.11306642883955682,1.195729611641667e-17,0.14811446636359607,0.0,0.0,0.0,0.10548366596825344,-7507.6330756318985,15025.266151263797,15050.823711846277,12203.58707827812,SR_Q_D_alphaCCC_relevant_WOB,0.0974073172799318,0.06605637405533663,-0.24135533846684296,0.9203098571245272,0.9835171763149324,sub07
-20.41193422558992,30.122973642414106,5.595719401142234,36.20728784285231,361.651608978562,364.26175432991,371.89270533956704,0.000293082619503745,4.4198554742491275e-06,0.3916045615412046,0.01159570182107302,2.5940939267992024e-277,2.6172176771842142e-288,2.9168008661227236e-303,0.034766491875873766,-7074.167986502826,14158.335973005653,14183.595251120432,12231.433929001689,SR_Q_D_alphaCCC_relevant_WOB,0.7848425616183401,0.8495488716880482,-0.9082562069120516,0.2731552996010217,0.8959444268432167,sub08
-28.959277591447886,10.016850638202179,10.166836796237423,32.946665423201125,401.9038425955114,385.33603169013537,390.75538986406923,5.859797044349775e-21,0.0034611386514180513,0.003016588080686076,0.0038374766931446257,0.0,0.0,0.0,0.0957592524436145,-6897.382101833919,13804.764203667837,13830.418697819321,3633.436946489431,SR_Q_D_alphaCCC_relevant_WOB,0.7163825129684719,0.4699830567563145,-0.6214595909576014,0.3014364587779994,0.8086195355256914,sub21
-21.44655896102399,-0.7936680563337457,-14.669587189310755,20.105858975933774,422.66793670014084,424.87898765149885,437.38341429007113,6.015603212407454e-12,0.8561106258323469,0.0008224467574587674,0.25059354339658396,0.0,0.0,0.0,0.05054155038115815,-7223.844478585995,14457.68895717199,14483.35543694647,5958.660295059649,SR_Q_D_alphaCCC_relevant_WOB,1.0,0.4494596481865649,-0.1677118576840818,0.8695903599770916,0.16338198434697762,sub22
-23.83827162291696,0.2918107077153552,13.60409369914211,11.252249364838466,338.3948908455552,325.21370791461027,316.64697784650104,3.185214046362269e-26,0.9177080228730876,1.6462252639953987e-06,0.1402775982530785,0.0,0.0,0.0,0.13006343030519685,-6558.7662288406755,13127.532457681351,13153.11848519717,2442.6416818446523,SR_Q_D_alphaCCC_relevant_WOB,0.900333240153282,0.6968711582717555,-0.7506269001581048,0.001065433255288312,0.9042740914001276,sub23
-40.58394949878455,16.34709723216831,-7.212987006305567,4.578609589253603,378.60878526005587,375.05394476848386,362.79077083256715,4.995417635233299e-17,3.193846594069333e-05,0.06574188669392786,0.6145432235906461,0.0,0.0,0.0,0.08022593543326606,-6801.590445412829,13613.180890825657,13638.660356931145,4593.345647436522,SR_Q_D_alphaCCC_relevant_WOB,0.4865792339601937,0.3857174358266077,-0.2765065296783362,0.04967270003978134,0.7845497217242348,sub24
-18.422570877714854,2.088890888328553,-10.475945888120762,-4.32739298693177,370.18170479774847,356.37110538127456,384.2728587904943,0.0007254274573027939,0.4922049818486822,0.0005906899959933728,0.6247365299846487,0.0,0.0,0.0,0.06142606046476716,-6714.625876051694,13439.251752103388,13464.882188469883,2856.468594869047,SR_Q_D_alphaCCC_relevant_WOB,0.3702934231503671,1.0,-0.8360705748253352,0.5381293051351201,0.9662004949935956,sub25
-46.66296763212406,15.175692217658913,20.047527610203414,30.605812454626523,439.83408014815024,402.7927014354407,394.3228904267347,3.5387347319409468e-28,0.00774379664975862,0.00043748877244177735,0.08454198636967447,0.0,0.0,0.0,0.13797004248707467,-7506.523101183159,15023.046202366319,15048.684670863056,10007.766048830385,SR_Q_D_alphaCCC_relevant_WOB,0.9459235442277808,0.9657601112582594,-0.18914715945217755,1.0,0.1388946187261813,sub26
-76.58329250579861,18.386516836713614,4.01138114102875,15.737211558294694,425.64921036705545,437.42842434597196,421.23354593747285,7.290476128642936e-39,0.0006693004191899839,0.4568284579434973,0.43395111603605496,0.0,0.0,0.0,0.1399817287696885,-7504.717792632207,15019.435585264417,15045.114021999556,9066.218221024534,SR_Q_D_alphaCCC_relevant_WOB,0.6487709806791732,0.7392596667778997,-0.7738410719725485,0.9299597400764787,0.4097575395971684,sub27
-26.783221459566942,-1.3738169783119685,-16.46049893123334,20.49430505992233,448.037239067284,435.46825102425834,407.24958482637084,6.5810301906089475e-16,0.7367610209618762,5.9433657438192176e-05,0.13785163699308628,0.0,0.0,0.0,0.11345048921831336,-7101.081223114148,14212.162446228296,14237.804925956696,5172.8891617658755,SR_Q_D_alphaCCC_relevant_WOB,0.867462364726926,0.6726616405225364,-0.1540078017738189,0.35720659989267883,0.9782897328754364,sub28
-16.82898769008871,11.554218605904715,-3.6003923060163965,17.547640675197368,306.5824475678803,309.785629808905,307.4369664802927,2.615707917581717e-26,1.0115689607386165e-08,0.07262168707504554,0.04343138062835518,0.0,0.0,0.0,0.11654113069105697,-6261.3433883597545,12532.686776719509,12558.36521345465,1251.8965910886748,SR_Q_D_alphaCCC_relevant_WOB,0.886684440498794,0.7241078565590229,-0.7376804779966991,0.3706345810786164,0.6751810160146877,sub29
-34.429706111139716,0.32372114244323225,1.9470020167910391,-20.21865524949249,398.47556931505926,382.0976574934282,390.7215041923166,1.1415676772218768e-15,0.9448098566405726,0.6774814298077818,0.09962180167059724,0.0,0.0,0.0,0.05980081559786433,-7065.748367721311,14141.496735442624,14167.009232221497,6587.863978609089,SR_Q_D_alphaCCC_relevant_WOB,0.7302977784402587,0.5968794562395535,-0.5634849678834781,0.1616527084232199,0.9422647940449318,sub30
-35.73968589094701,3.1598863067727367,0.7757318709877079,10.642325986251382,412.4076727829788,405.9800498564147,405.43045783563736,5.326787735970847e-19,0.42613439401255415,0.8448455277337006,0.6714471675403404,0.0,0.0,0.0,0.06300620850808625,-7198.772009848206,14407.544019696412,14433.273942034983,4952.7848702720285,SR_Q_D_alphaCCC_relevant_WOB,0.6623188154560493,0.5853602860217216,-0.3824758754675317,0.2420524245949164,0.6559493168321371,sub31
-36.232843575119254,9.336970488056902,31.30159376843882,13.786363521444006,358.5409017149309,364.01916404478686,355.729260623835,8.587227587684628e-28,0.003133366158894491,2.185204587102389e-22,0.2759720392262734,0.0,0.0,0.0,0.15841836670707574,-6885.405715251897,13780.811430503794,13806.525567509605,3127.9711381871693,SR_Q_D_alphaCCC_relevant_WOB,0.6488735169748259,0.7813895000368936,-0.3380369412429037,0.8556287350618389,0.3983023768450312,sub32
