,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,relevant,subject
0,-86.33490046218714,-3.1176059535531877,17.214118924452027,32.51207038019523,417.158003271644,418.8793923318444,460.8767916922393,3.358525691325341e-20,0.6329571884442018,0.0018809073346559863,0.10628384002746201,0.0,0.0,0.0,0.11104689414959323,-7457.610466964117,14925.220933928234,14950.85137029473,9431.87672666431,SR_Q_D_alphaCCC_relevant_WOB,0.3683877993544131,0.9420729120435307,-0.907293231898531,0.34299268544371814,0.6494603179528394,sub48
