,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-41.107758799058445,-25.03604966616419,-13.041208715642815,21.893646787816927,443.93066997793017,423.88338068135954,428.7773558109913,7.489437533148494e-11,2.0000471585291615e-06,0.0035605365485461456,0.01968632354912742,0.0,0.0,0.0,0.08652441819606183,-6878.143435661006,13764.286871322012,13784.627128497823,5903.503208177036,SR_Q_D_alphaCCC_WOB,0.40139195371574504,0.6968258215789295,-0.7939757999350437,0.06535665645581466,sub14
