,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-0.07700754258707798,-0.01822415525797849,-0.014983622703768434,0.18849619706124354,6.003157071002379,5.975986321652168,5.94547620625704,3.2560201589493574e-41,0.04040138877853327,0.048616767691476034,1.2356654980231171e-05,0.0,0.0,0.0,0.1723787037838872,742.2906786589488,-1480.5813573178975,-1470.2893883824688,0.018174060792343006,SR_Q_D_WOB,1.0,0.8969074556742586,sub02
