,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-11.497288791241463,0.1355709502268816,12.083594581409384,10.736151724688554,366.29822362903155,366.08380308840634,371.40027856336735,2.4499390104794314e-12,0.9659798293885419,0.00014992210197513022,0.46575102109361777,0.0,0.0,0.0,0.05053118897645781,-6870.947872663818,13743.895745327636,13749.0354056636,3164.4688332913192,SR_Q_WOB,0.9814383419904062,sub06
