P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
-0.07298263742656144,0.04800974482640152,0.01252208719618117,0.058785463600615324,5.88583890940261,5.928247793159133,5.949383016144305,2.6908855751373277e-40,8.685330388215392e-10,0.059857222794834825,0.07506288795130407,0.0,0.0,0.0,0.212360583925328,910.0903231415816,-1814.1806462831632,-1798.7592871538598,0.013840232659214156,SR_Q_D_E_WOB,0.8956805202220899,0.7813670391223623,0.5027752036519121,sub01
-0.07700482243796468,-0.018228875213555984,-0.014984650861987997,0.1884944311899748,6.003162724480702,5.97599541630871,5.945483843814032,3.2558872915980366e-41,0.04035087727871502,0.048601299787513416,1.2358957733535554e-05,0.0,0.0,0.0,0.17237875703644,742.2907194852852,-1478.5814389705704,-1463.143485567427,0.018174059623116075,SR_Q_D_E_WOB,1.0,0.8958900197412527,1.0,sub02
-0.03897335447323494,0.046806178631088935,0.09230460222450074,0.03805665597566865,5.900621626447598,5.896801111892991,5.925459090140278,8.160152983804112e-05,6.922917840913493e-05,3.7864871112940577e-20,0.15211127088090834,0.0,0.0,0.0,0.10021764666529533,417.78879211431604,-829.5775842286321,-814.2479458394153,0.02958350041638371,SR_Q_D_E_WOB,0.3789092639393359,0.10162942913765746,0.6519110694376219,sub04
-0.13818915682164615,0.0400831246357391,-0.017381021907421332,0.036323281925953584,5.940102932995673,5.893523380870586,5.896055027660459,6.747453050547658e-30,0.0010554376208095598,0.09185701260477376,0.15507956881061294,0.0,0.0,0.0,0.1351269151944816,366.72143712241433,-727.4428742448285,-712.1353761775046,0.032015543714745874,SR_Q_D_E_WOB,0.5641143429830091,0.7532312649873572,0.2623411649715776,sub13
-0.07954387028803261,-0.056697186625921374,-0.032204293103591686,0.055291598486706416,6.077123386633983,6.027567675235397,6.044491010892361,3.109507570272915e-13,3.6616282179262487e-06,0.0020243949017475322,0.011550054413924659,0.0,0.0,0.0,0.09651445762882582,358.8845647427147,-711.7691294854294,-696.5139366035718,0.0320960040500082,SR_Q_D_E_WOB,0.5983669607550938,0.7709552819777646,0.8652705490262754,sub14
-0.12659801925071834,0.01855801378162492,0.032452234343549824,0.11382555980420135,6.025783472346504,6.091998895525912,6.1754641735691,6.181722052288395e-19,0.15040366201437008,0.0035204708302560396,0.012450085440642907,0.0,0.0,0.0,0.1493266553245559,265.93798926732325,-525.8759785346465,-510.4784858796664,0.03828496052402032,SR_Q_D_E_WOB,0.4958077169514384,0.8936451149705888,0.618242294274126,sub15
-0.1432140597343137,0.06604193983829293,0.03457876045151104,0.07276714836036077,5.8893647764180965,5.852342184869753,5.9749406782053525,4.963487292459391e-34,6.5370026457105476e-06,0.00492908741806229,0.02297567941481409,0.0,0.0,0.0,0.1685646703911886,150.09381102781913,-294.18762205563826,-278.85798366642143,0.04581570275299005,SR_Q_D_E_WOB,0.7792196629511177,0.8435372812045409,0.0001,sub16
-0.1452443043569755,0.025273110184187233,0.05680073229328185,0.0011517051603449624,5.880786878806863,5.848517832715091,5.911495109561041,3.7981786684217775e-30,0.06308480748685825,8.465206873933138e-07,0.9746740659398884,0.0,0.0,0.0,0.133236889143314,226.6912111346496,-447.3824222692992,-432.00174984260286,0.0406791478940875,SR_Q_D_E_WOB,0.5984966003005435,0.8302635872825028,0.1061336038044182,sub33
-0.21569516350474374,0.004843961710510492,-0.030691228899362436,0.07341579027376577,5.996613972456634,6.033743626614994,6.036285647901384,1.0172182177243036e-18,0.6905772573788864,0.0027767481665689746,0.01772146074164081,0.0,0.0,0.0,0.08375993293739692,369.7102132660491,-733.4204265320982,-718.0566691723645,0.03222066697077978,SR_Q_D_E_WOB,0.15735502293485976,0.4095635443537089,0.32262266682128665,sub34
-0.1281561836655159,0.02949150715497767,0.055739450869039565,0.0952439658636941,5.982170193481487,5.986785605625126,5.979636232109198,1.3353085594058913e-31,0.021742288009388,4.5562090077974146e-07,0.01191741659344564,0.0,0.0,0.0,0.13588909480614064,278.1677451806217,-550.3354903612435,-534.9451948308667,0.037504220769581716,SR_Q_D_E_WOB,0.7164211235191547,0.9458519457028618,0.048630038391918894,sub35
