,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-0.061203096545340424,0.025394300861870306,0.054893372886843705,0.10146403640804191,5.9859818440071075,5.990355029264549,5.979386556734127,8.568533505100696e-11,0.06245344015950752,1.7185883548786057e-06,0.009929615464043275,0.0,0.0,0.0,0.0674167078794995,230.54503274181184,-457.0900654836237,-446.8298684633725,0.04047606558775614,AB_Q_E_WOB,0.4373560959825704,0.6023446256153971,sub35
