,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-0.08025007430183966,-0.017595858916790275,0.022151646632689703,0.056336345911151,6.169361243848195,6.21422429780659,6.185519091932282,9.331415897341609e-08,0.19661750623329077,0.058094017308062455,0.16695784968436406,0.0,0.0,0.0,0.039320195537824065,195.07709282895598,-384.15418565791197,-368.6997292661978,0.04312551184678499,SR_Q_D_E_WOB,0.449978303893528,0.5979187936483069,1.0,sub46
