,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-0.033230046245564165,0.003198665382659213,0.0034254308315606607,-0.01852591314705815,6.0430906932946,6.124082412912661,6.054247505256283,0.0003899394803460553,0.8518447384175087,0.8098380367033472,0.5344552937885413,0.0,0.0,0.0,0.03040853455592063,-2.789403707841984,13.578807415683968,33.84808681029787,0.058828958732498354,AB_Q_E_alphaCCC_WOB,0.7410856173203935,0.42186301395595555,-0.9982748956020869,0.12057383144609543,sub18
