,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-0.43964184547495916,-0.007608075831939599,0.041673794934708186,0.0813242295207024,6.013435924040969,6.010393527695416,6.1022102614228135,2.902721556963258e-26,0.598792662985525,0.0006899331503067017,0.06803291472209959,0.0,0.0,0.0,0.12847328882397158,145.47728699842764,-280.9545739968553,-255.32413763035967,0.04633936886335902,SR_Q_D_E_alphaCCC_WOB,0.16604552807015763,0.966618049690959,0.056125302660778476,-0.3043130274464526,0.32363515081916605,sub48
