P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
-10.81288062297296,19.002223830889683,4.7308094131123966,29.075140016657986,362.4352011108898,376.37939244236594,384.43878503612837,1.455705123075562e-09,1.539857972575474e-08,0.09642979203991438,0.04038451034164287,0.0,0.0,0.0,0.10399949194137503,-6811.430161670015,13630.86032334003,13651.4631291704,2557.3306167623296,AB_Q_E_alphaCCC_WOB,0.5630976194781869,0.26065707639489416,-0.4579395137983613,0.8171987337602329,sub01
-22.70102088758637,-9.443060000871307,-5.72345004384276,78.36725300263156,413.26795992397456,403.34828421347936,389.2772836441106,3.136466672781621e-24,0.010821836075275228,0.0667554439717183,1.0765559937690125e-05,0.0,0.0,0.0,0.12268001262735685,-6966.029074625794,13940.058149251592,13960.679734459178,3096.558298359484,AB_Q_E_alphaCCC_WOB,0.6029031460125348,0.8887855315964622,-0.8347280764602001,0.2569476470564977,sub02
-83.7563604866804,-2.154960845737774,35.50437856255628,5.4026262264929334,372.92944615115687,372.24350084302046,388.96955178594584,0.01016569867516222,0.8014734623525679,1.0712335826651599e-16,0.623408658213099,0.0,0.0,0.0,0.06926395755982673,-7321.556971347234,14651.113942694468,14671.719884550088,5641.569351093864,AB_Q_E_alphaCCC_WOB,0.0004717155298511868,0.0059482237042831005,-0.19594919809628253,1.0,sub04
-5.620064583794495,13.270287471447402,-4.122874362932109,21.959633895585572,381.35222999578974,357.71785497734385,360.47202754252436,0.044129804308497805,0.015924241442491136,0.3375405479901793,0.0351688596759641,0.0,0.0,0.0,0.02703483198280276,-7343.82981410308,14695.65962820616,14716.265570061782,5710.307238592328,AB_Q_E_alphaCCC_WOB,0.8640566732788327,0.05363732713099598,-0.08264510450403982,0.03411212990200696,sub13
-13.592819804460998,-22.403659945844826,-11.479565205966814,18.792568304251088,441.9418241953691,419.40957987916397,424.51637216036124,1.1515210502061837e-08,8.48521344488295e-06,0.0077969545877115175,0.03779904123824805,0.0,0.0,0.0,0.07540299092807977,-7326.837233802611,14661.674467605222,14682.270993999453,5844.5076106879305,AB_Q_E_alphaCCC_WOB,0.3761815070942243,0.5721688157450626,-0.4668052270681895,0.9989066595743672,sub14
-16.086770825621056,14.565400719325845,18.325670816493574,49.11807862399026,415.1803821610597,443.7507247135749,489.59261137065226,3.166091351841775e-05,0.028756505663439937,0.0012769708720507653,0.02807693768001456,0.0,0.0,0.0,0.10932751800606366,-7679.587512098733,15367.175024197466,15387.771550591697,10172.6775878009,AB_Q_E_alphaCCC_WOB,0.6273616870026165,0.14649070283342358,-0.8739988154233455,0.7788869116963358,sub15
-36.103937253357074,22.268053049300825,11.79735101194528,40.63851683129976,371.67229400246316,362.6300168727803,410.51045505966454,9.646270336433956e-20,0.000231080272341448,0.021558952657256925,0.002565559222917543,0.0,1.78534892787036e-309,0.0,0.12476012793448887,-7544.7084758298815,15097.416951659763,15118.010334635364,8307.151999426942,AB_Q_E_alphaCCC_WOB,0.515167484547954,0.0001,-0.2935395604867141,0.42480236925732384,sub16
-12.157869597400685,9.750503223454144,19.491143963591853,3.5607778309644122,362.64688862091776,351.0525626728776,375.77331601914574,1.3065338849802988e-05,0.0727080997806466,2.6767355505362304e-05,0.8100579226049539,0.0,0.0,0.0,0.04401298681223531,-7450.122845589774,14908.245691179549,14928.8578977193,6776.10085751419,AB_Q_E_alphaCCC_WOB,1.0,0.0001,-0.8190855042992133,0.6924136865492082,sub33
-28.57933519264992,1.8746533648211103,-13.055439317268393,30.472697230452237,412.65488743997633,424.9230653550375,423.96637518454673,5.222254551215e-11,0.7254968311672285,0.0038172833408285428,0.02518318005304204,0.0,0.0,0.0,0.04994037985877786,-7392.080983774538,14792.161967549077,14812.761634893606,6416.612895369986,AB_Q_E_alphaCCC_WOB,0.2561695825193647,0.029041480945130274,-0.4192010049673698,0.2831312712746077,sub34
-32.03545297580882,11.777461893935886,22.406451848095035,49.573054334462824,405.2012714754181,408.5737118801232,402.98157285879165,3.131648538082171e-11,0.0418458777960458,5.354403112241245e-06,0.003138403632465418,0.0,0.0,0.0,0.06774731724920491,-7519.9833283865555,15047.966656773113,15068.575732197241,7628.912478376233,AB_Q_E_alphaCCC_WOB,0.2822043601075638,0.499817709021287,-0.4879901425434541,0.5334073765073465,sub35
-30.873913482081427,-7.321978563429933,13.932520925945258,-32.13263928745658,509.9368432824857,532.8341532805722,494.4689358220632,4.554691612701449e-06,0.5393411730549071,0.17154005431141306,0.458019208014779,7.389069746130189e-282,8.837711218860531e-217,1.7208108131336702e-270,0.02422388632949679,-8382.229178099575,16772.45835619915,16793.035984920432,32654.554885929483,AB_Q_E_alphaCCC_WOB,0.7175616702437752,1.0,-0.39833616382465176,0.6991680391418442,sub36
-18.709271575892977,27.81215186722016,17.744125599077986,4.969666316836282,395.52764786091814,387.30629270360606,380.92340100388395,1.5335438647066991e-09,1.8765901372882054e-06,0.0003457186146999227,0.6740439752428662,0.0,0.0,0.0,0.07091520571173404,-7548.894270531466,15105.788541062931,15126.407002490589,7764.134217483764,AB_Q_E_alphaCCC_WOB,1.0,0.0001,-0.0657768751135206,0.5247108119146131,sub37
-27.393305423534144,7.9256177973328255,8.61136869926592,-25.8905815323695,393.7644503394767,405.2213859973625,402.79374908998716,1.4118858755725696e-09,0.16307716598048133,0.07344464169565394,0.020201603117252824,0.0,0.0,0.0,0.04887526676261023,-7244.64440735072,14497.28881470144,14517.773824514417,7086.24134696643,AB_Q_E_alphaCCC_WOB,0.26398236082168675,0.7903510973038672,-0.06681812429524159,0.39036519462346536,sub38
-33.595814353323476,0.8694634275347646,32.47844350439993,62.8827512223329,391.2788241002272,373.4988472643028,349.7761619629363,3.293699817328176e-22,0.8726736322643502,4.144360208183668e-12,0.00013242125347936103,0.0,0.0,0.0,0.14307867975952382,-7417.798260404599,14843.596520809198,14864.189903784798,6804.420445834458,AB_Q_E_alphaCCC_WOB,0.5030609180777101,0.3626292467644859,-0.6365134492209287,0.6779487957669554,sub39
