,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-36.43595584682167,8.767485121645974,9.4564947143658,33.84315132959958,402.04956794563043,385.34833075574994,391.09931728495405,2.8420370392434214e-22,0.009393024158341612,0.005126467337111531,0.0028833251005338754,0.0,0.0,0.0,0.09717578660246395,-7053.588820105823,14115.177640211647,14135.792975417962,3611.8397050072704,SR_Q_D_alphaCCC_WOB,0.5348441277028414,0.5537759832095903,-0.4311607010794989,0.677188045302745,sub21
