subject,AB_Q_WOB,AB_Q_E_WOB,AB_Q_alphaCCC_WOB,AB_Q_E_alphaCCC_WOB
sub01,218.01337386435443,219.9318959565744,221.6423946112668,227.598509304536
sub02,250.5400836529957,252.28484018687092,256.4049847788196,256.1504852114072
sub04,1402.5970208631225,1404.5429973720702,1408.7379526470918,1408.5429969094062
sub13,-187.2505604201397,-186.67025594472716,-183.34066723491924,-183.4744603600484
sub14,-765.9439166546654,-764.0220581441173,-756.8784968388018,-745.4020601399834
sub15,625.8581560175257,627.2302568893692,628.8725204634602,630.0869558028139
sub16,-238.308097158771,-240.32912261702492,-234.3090659138429,-236.1451791888494
sub33,-20.919092170051048,-20.08517969078912,-17.271153061112273,-15.6132844087183
sub34,-685.6011769143893,-683.9749785849402,-684.6689485134643,-680.882353650311
sub35,-461.5723215123898,-459.7206310894044,-460.22914967510405,-459.2295016072321
sub36,1622.8456607247122,1624.8227213756008,1626.8262614572755,1634.2406639089932
sub37,-373.0523542979563,-377.1334692366163,-369.0761026043802,-376.6284057452972
sub38,604.8447238561947,602.3034138767697,607.5518926145774,609.3609145153209
sub39,-413.07444043524987,-411.58329042893087,-414.655202939929,-407.3325192449424
sub40,-1015.5538519782493,-1013.6716576758217,-1012.5121219188704,-1012.0837943366732
sub09,-1028.210881245836,-1026.3949247728465,-1027.5870248911256,-1024.7029704778947
sub10,-643.5960977877371,-642.0170285589687,-639.6196122949947,-639.4960203860932
sub11,2354.196864914357,2351.5781948103195,2356.9585347773527,2355.578194883501
sub12,432.87179075220735,434.5917949421778,435.48770369817294,437.0681538148069
sub17,-1198.4332862453346,-1196.5249500670136,-1194.4335284182405,-1184.9644690006705
sub18,3507.312691730985,3473.944900619624,3487.7073762584837,3460.9220594398716
sub19,2738.8781880271813,2739.246089031148,2742.883666160447,2744.943638168193
sub20,583.6114696206364,585.3512843484183,587.1403717606299,589.1377749707857
sub41,560.5984310759227,580.3822789169568,563.0140175005487,547.1463792596824
sub42,1248.2143866002725,1249.2383199669416,1251.6399732048108,1253.1985617083733
sub43,2866.7288465290826,2862.8411567865332,2870.789179610399,2868.614405581975
sub44,-560.498396069941,-560.5305829805593,-553.2190493729348,-558.5241846997242
sub45,931.4326514644708,933.4137885282556,945.0717614951564,933.9464089433768
sub46,-377.85836084808943,-376.97351072430735,-375.32715447070495,-372.2037477525088
sub47,-582.7044763876656,-580.7044763804852,-573.271941635101,-577.1055940359637
sub48,-225.1879916783232,-223.42847400310987,-221.302011744619,-220.70460229153787
sub05,1019.4974608717636,1022.685037328492,1025.5198590379593,1033.4800797625644
sub06,-1205.3392074967655,-1203.9823552997689,-1194.8816439184159,-1200.680100311692
sub07,1553.0538951854999,1552.965506648743,1559.488041497871,1555.783977880907
sub08,4898.820673711331,4899.73448356971,4915.007403871391,4914.215997566219
sub21,-1213.597093873585,-1211.9873526023753,-1212.424217659745,-1208.7246204764647
sub22,1411.7669894851856,1412.4840911934346,1421.1236914143415,1416.4768155023105
sub23,-1109.769762197941,-1107.7697620867991,-1071.0555319027903,-1103.820723841784
sub24,-786.7946793653664,-785.4950827857901,-785.9011210886574,-783.5545720499604
sub25,-1260.6911297789454,-1258.787009861575,-1256.564976100567,-1254.760043909433
sub26,760.9327173170877,761.9207332558526,785.0941184869463,765.7311489855401
sub27,-126.66568187114352,-124.94627443361924,-124.86102877364463,-121.33295980571985
sub28,1404.9958870299677,1406.9941560921923,1326.135131708761,1410.8506248699546
sub29,-1855.9468585940253,-1855.2393335212128,-1852.963134113328,-1851.4385821760486
sub30,1995.7867764293444,1995.374147088892,1998.5328778086655,2004.0454758980065
sub31,-585.4229251575666,-583.929755990956,-581.3590734559716,-580.2345705176373
sub32,-1132.4711791973195,-1130.3679709567932,-1131.0570268354186,-1126.5651313064673
