,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-0.05505333280612583,0.017961710741070114,-0.003996462150333002,0.02074279480006118,6.057962516937159,5.983428890754622,6.0105056783414135,5.3004116866212685e-06,0.3547162082168951,0.8083580836208386,0.4770737070571367,0.0,0.0,0.0,0.03297084616320034,-159.68393321106487,325.36786642212974,340.5051961527683,0.07732932255520142,SR_Q_D_E_WOB,1.0,1.0,0.0001,sub43
